Categorii de pomi fructiferi, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Ciresi si visini, Total, Vrancea, Anul 2017, Numar, 172065
Ciresi si visini, Total, Vrancea, Anul 2018, Numar, 170042
Ciresi si visini, Total, Vrancea, Anul 2019, Numar, 171193
Ciresi si visini, Total, Vrancea, Anul 2020, Numar, 168417
Ciresi si visini, Total, Vrancea, Anul 2021, Numar, 168559
Ciresi si visini, Total, Vrancea, Anul 2022, Numar, 177376
Ciresi si visini, Total, Vrancea, Anul 2023, Numar, 217118
Ciresi si visini, Total, Vrancea, Anul 2024, Numar, 216179
Ciresi si visini, Total, Arges, Anul 2000, Numar, 152886
Ciresi si visini, Total, Arges, Anul 2001, Numar, 167857
Ciresi si visini, Total, Arges, Anul 2002, Numar, 155887
Ciresi si visini, Total, Arges, Anul 2003, Numar, 168652
Ciresi si visini, Total, Arges, Anul 2004, Numar, 112003
Ciresi si visini, Total, Arges, Anul 2005, Numar, 121166
Ciresi si visini, Total, Arges, Anul 2006, Numar, 143000
Ciresi si visini, Total, Arges, Anul 2007, Numar, 156351
Ciresi si visini, Total, Arges, Anul 2008, Numar, 141602
Ciresi si visini, Total, Arges, Anul 2009, Numar, 151884
Ciresi si visini, Total, Arges, Anul 2010, Numar, 140732
Ciresi si visini, Total, Arges, Anul 2011, Numar, 150813
Ciresi si visini, Total, Arges, Anul 2012, Numar, 140516
Ciresi si visini, Total, Arges, Anul 2013, Numar, 144370
Ciresi si visini, Total, Arges, Anul 2014, Numar, 143864
Ciresi si visini, Total, Arges, Anul 2015, Numar, 143843
Ciresi si visini, Total, Arges, Anul 2016, Numar, 146049
Ciresi si visini, Total, Arges, Anul 2017, Numar, 143296
Ciresi si visini, Total, Arges, Anul 2018, Numar, 140962
Ciresi si visini, Total, Arges, Anul 2019, Numar, 142784
Ciresi si visini, Total, Arges, Anul 2020, Numar, 209166
Ciresi si visini, Total, Arges, Anul 2021, Numar, 142033
Ciresi si visini, Total, Arges, Anul 2022, Numar, 141714
Ciresi si visini, Total, Arges, Anul 2023, Numar, 143204
Ciresi si visini, Total, Arges, Anul 2024, Numar, 141465
Ciresi si visini, Total, Calarasi, Anul 2000, Numar, 87117
Ciresi si visini, Total, Calarasi, Anul 2001, Numar, 76233
Ciresi si visini, Total, Calarasi, Anul 2002, Numar, 90402
Ciresi si visini, Total, Calarasi, Anul 2003, Numar, 89037
Ciresi si visini, Total, Calarasi, Anul 2004, Numar, 82839
Ciresi si visini, Total, Calarasi, Anul 2005, Numar, 80250
Ciresi si visini, Total, Calarasi, Anul 2006, Numar, 73300
Ciresi si visini, Total, Calarasi, Anul 2007, Numar, 11023
Ciresi si visini, Total, Calarasi, Anul 2008, Numar, 52072
Ciresi si visini, Total, Calarasi, Anul 2009, Numar, 52447
Ciresi si visini, Total, Calarasi, Anul 2010, Numar, 9853
Ciresi si visini, Total, Calarasi, Anul 2011, Numar, 11270
Ciresi si visini, Total, Calarasi, Anul 2012, Numar, 9825
Ciresi si visini, Total, Calarasi, Anul 2013, Numar, 11430
Ciresi si visini, Total, Calarasi, Anul 2014, Numar, 12301
Ciresi si visini, Total, Calarasi, Anul 2015, Numar, 16663
Ciresi si visini, Total, Calarasi, Anul 2016, Numar, 12548
Ciresi si visini, Total, Calarasi, Anul 2017, Numar, 7848
Ciresi si visini, Total, Calarasi, Anul 2018, Numar, 15228
Ciresi si visini, Total, Calarasi, Anul 2019, Numar, 14961
Ciresi si visini, Total, Calarasi, Anul 2020, Numar, 19398
Ciresi si visini, Total, Calarasi, Anul 2021, Numar, 21754
Ciresi si visini, Total, Calarasi, Anul 2022, Numar, 23933
Ciresi si visini, Total, Calarasi, Anul 2023, Numar, 30763
Ciresi si visini, Total, Calarasi, Anul 2024, Numar, 41447
Ciresi si visini, Total, Dambovita, Anul 2000, Numar, 120139
Ciresi si visini, Total, Dambovita, Anul 2001, Numar, 113820
Ciresi si visini, Total, Dambovita, Anul 2002, Numar, 113761
Ciresi si visini, Total, Dambovita, Anul 2003, Numar, 109421
Ciresi si visini, Total, Dambovita, Anul 2004, Numar, 138162
Ciresi si visini, Total, Dambovita, Anul 2005, Numar, 101603
Ciresi si visini, Total, Dambovita, Anul 2006, Numar, 98611
Ciresi si visini, Total, Dambovita, Anul 2007, Numar, 92802
Ciresi si visini, Total, Dambovita, Anul 2008, Numar, 96109
Ciresi si visini, Total, Dambovita, Anul 2009, Numar, 95199
Ciresi si visini, Total, Dambovita, Anul 2010, Numar, 97633
Ciresi si visini, Total, Dambovita, Anul 2011, Numar, 102821
Ciresi si visini, Total, Dambovita, Anul 2012, Numar, 102887
Ciresi si visini, Total, Dambovita, Anul 2013, Numar, 102227
Ciresi si visini, Total, Dambovita, Anul 2014, Numar, 100444
Ciresi si visini, Total, Dambovita, Anul 2015, Numar, 102198
Ciresi si visini, Total, Dambovita, Anul 2016, Numar, 101559
Ciresi si visini, Total, Dambovita, Anul 2017, Numar, 100629
Ciresi si visini, Total, Dambovita, Anul 2018, Numar, 103623
Ciresi si visini, Total, Dambovita, Anul 2019, Numar, 104227
Ciresi si visini, Total, Dambovita, Anul 2020, Numar, 101530
Ciresi si visini, Total, Dambovita, Anul 2021, Numar, 102178
Ciresi si visini, Total, Dambovita, Anul 2022, Numar, 102310
Ciresi si visini, Total, Dambovita, Anul 2023, Numar, 105025
Ciresi si visini, Total, Dambovita, Anul 2024, Numar, 105794
Ciresi si visini, Total, Giurgiu, Anul 2000, Numar, 105971
Ciresi si visini, Total, Giurgiu, Anul 2001, Numar, 102416
Ciresi si visini, Total, Giurgiu, Anul 2002, Numar, 100339
Ciresi si visini, Total, Giurgiu, Anul 2003, Numar, 89950
Ciresi si visini, Total, Giurgiu, Anul 2004, Numar, 80461
Ciresi si visini, Total, Giurgiu, Anul 2005, Numar, 85495
Ciresi si visini, Total, Giurgiu, Anul 2006, Numar, 61340
Ciresi si visini, Total, Giurgiu, Anul 2007, Numar, 121088
Ciresi si visini, Total, Giurgiu, Anul 2008, Numar, 114637
Ciresi si visini, Total, Giurgiu, Anul 2009, Numar, 108330
Ciresi si visini, Total, Giurgiu, Anul 2010, Numar, 135035
Ciresi si visini, Total, Giurgiu, Anul 2011, Numar, 111018
Ciresi si visini, Total, Giurgiu, Anul 2012, Numar, 163350
Ciresi si visini, Total, Giurgiu, Anul 2013, Numar, 164725
Ciresi si visini, Total, Giurgiu, Anul 2014, Numar, 118897
Ciresi si visini, Total, Giurgiu, Anul 2015, Numar, 119869
Ciresi si visini, Total, Giurgiu, Anul 2016, Numar, 117929
Ciresi si visini, Total, Giurgiu, Anul 2017, Numar, 122495
Ciresi si visini, Total, Giurgiu, Anul 2018, Numar, 124135
Ciresi si visini, Total, Giurgiu, Anul 2019, Numar, 118859
Ciresi si visini, Total, Giurgiu, Anul 2020, Numar, 114081
Ciresi si visini, Total, Giurgiu, Anul 2021, Numar, 105386
Ciresi si visini, Total, Giurgiu, Anul 2022, Numar, 105250
Ciresi si visini, Total, Giurgiu, Anul 2023, Numar, 129483
Ciresi si visini, Total, Giurgiu, Anul 2024, Numar, 128035
Ciresi si visini, Total, Ialomita, Anul 2000, Numar, 95067
Ciresi si visini, Total, Ialomita, Anul 2001, Numar, 102744
Ciresi si visini, Total, Ialomita, Anul 2002, Numar, 77747
Ciresi si visini, Total, Ialomita, Anul 2003, Numar, 74839
Ciresi si visini, Total, Ialomita, Anul 2004, Numar, 51220
Ciresi si visini, Total, Ialomita, Anul 2005, Numar, 77214
Ciresi si visini, Total, Ialomita, Anul 2006, Numar, 47903
Ciresi si visini, Total, Ialomita, Anul 2007, Numar, 16867
Ciresi si visini, Total, Ialomita, Anul 2008, Numar, 20849
Ciresi si visini, Total, Ialomita, Anul 2009, Numar, 36547
Ciresi si visini, Total, Ialomita, Anul 2010, Numar, 33281
Ciresi si visini, Total, Ialomita, Anul 2011, Numar, 24238
Ciresi si visini, Total, Ialomita, Anul 2012, Numar, 21774
Ciresi si visini, Total, Ialomita, Anul 2013, Numar, 21434
Ciresi si visini, Total, Ialomita, Anul 2014, Numar, 23551
Ciresi si visini, Total, Ialomita, Anul 2015, Numar, 21406
Ciresi si visini, Total, Ialomita, Anul 2016, Numar, 25995
Ciresi si visini, Total, Ialomita, Anul 2017, Numar, 22775
Ciresi si visini, Total, Ialomita, Anul 2018, Numar, 22173
Ciresi si visini, Total, Ialomita, Anul 2019, Numar, 36885
Ciresi si visini, Total, Ialomita, Anul 2020, Numar, 43118
Ciresi si visini, Total, Ialomita, Anul 2021, Numar, 28478
Ciresi si visini, Total, Ialomita, Anul 2022, Numar, 28672
Ciresi si visini, Total, Ialomita, Anul 2023, Numar, 69788
Ciresi si visini, Total, Ialomita, Anul 2024, Numar, 47806
Ciresi si visini, Total, Prahova, Anul 2000, Numar, 151500
Ciresi si visini, Total, Prahova, Anul 2001, Numar, 144603
Ciresi si visini, Total, Prahova, Anul 2002, Numar, 136325
Ciresi si visini, Total, Prahova, Anul 2003, Numar, 146816
Ciresi si visini, Total, Prahova, Anul 2004, Numar, 141423
Ciresi si visini, Total, Prahova, Anul 2005, Numar, 144866
Ciresi si visini, Total, Prahova, Anul 2006, Numar, 122399
Ciresi si visini, Total, Prahova, Anul 2007, Numar, 278216
Ciresi si visini, Total, Prahova, Anul 2008, Numar, 279398
Ciresi si visini, Total, Prahova, Anul 2009, Numar, 222763
Ciresi si visini, Total, Prahova, Anul 2010, Numar, 380700
Ciresi si visini, Total, Prahova, Anul 2011, Numar, 277575
Ciresi si visini, Total, Prahova, Anul 2012, Numar, 281876
Ciresi si visini, Total, Prahova, Anul 2013, Numar, 296570
Ciresi si visini, Total, Prahova, Anul 2014, Numar, 276413
Ciresi si visini, Total, Prahova, Anul 2015, Numar, 275943
Ciresi si visini, Total, Prahova, Anul 2016, Numar, 274078
Ciresi si visini, Total, Prahova, Anul 2017, Numar, 278674
Ciresi si visini, Total, Prahova, Anul 2018, Numar, 276897
Ciresi si visini, Total, Prahova, Anul 2019, Numar, 269230
Ciresi si visini, Total, Prahova, Anul 2020, Numar, 265419
Ciresi si visini, Total, Prahova, Anul 2021, Numar, 203948
Ciresi si visini, Total, Prahova, Anul 2022, Numar, 208270
Ciresi si visini, Total, Prahova, Anul 2023, Numar, 212073
Ciresi si visini, Total, Prahova, Anul 2024, Numar, 201378
Ciresi si visini, Total, Teleorman, Anul 2000, Numar, 62816
Ciresi si visini, Total, Teleorman, Anul 2001, Numar, 60044
Ciresi si visini, Total, Teleorman, Anul 2002, Numar, 51857
Ciresi si visini, Total, Teleorman, Anul 2003, Numar, 51221
Ciresi si visini, Total, Teleorman, Anul 2004, Numar, 48820
Ciresi si visini, Total, Teleorman, Anul 2005, Numar, 58170
Ciresi si visini, Total, Teleorman, Anul 2006, Numar, 58496
Ciresi si visini, Total, Teleorman, Anul 2007, Numar, 54388
Ciresi si visini, Total, Teleorman, Anul 2008, Numar, 50558
Ciresi si visini, Total, Teleorman, Anul 2009, Numar, 49634
Ciresi si visini, Total, Teleorman, Anul 2010, Numar, 50855
Ciresi si visini, Total, Teleorman, Anul 2011, Numar, 52280
Ciresi si visini, Total, Teleorman, Anul 2012, Numar, 53602
Ciresi si visini, Total, Teleorman, Anul 2013, Numar, 60379
Ciresi si visini, Total, Teleorman, Anul 2014, Numar, 65115
Ciresi si visini, Total, Teleorman, Anul 2015, Numar, 52515
Ciresi si visini, Total, Teleorman, Anul 2016, Numar, 54953
Ciresi si visini, Total, Teleorman, Anul 2017, Numar, 51373
Ciresi si visini, Total, Teleorman, Anul 2018, Numar, 52851
Ciresi si visini, Total, Teleorman, Anul 2019, Numar, 52118
Ciresi si visini, Total, Teleorman, Anul 2020, Numar, 52326
Ciresi si visini, Total, Teleorman, Anul 2021, Numar, 50390
Ciresi si visini, Total, Teleorman, Anul 2022, Numar, 51819
Ciresi si visini, Total, Teleorman, Anul 2023, Numar, 363631
Ciresi si visini, Total, Teleorman, Anul 2024, Numar, 50890
Ciresi si visini, Total, Ilfov, Anul 2000, Numar, 152773
Ciresi si visini, Total, Ilfov, Anul 2001, Numar, 135717
Ciresi si visini, Total, Ilfov, Anul 2002, Numar, 141854
Ciresi si visini, Total, Ilfov, Anul 2003, Numar, 130166
Ciresi si visini, Total, Ilfov, Anul 2004, Numar, 114363
Ciresi si visini, Total, Ilfov, Anul 2005, Numar, 118255
Ciresi si visini, Total, Ilfov, Anul 2006, Numar, 92122
Ciresi si visini, Total, Ilfov, Anul 2007, Numar, 61548
Ciresi si visini, Total, Ilfov, Anul 2008, Numar, 32459
Ciresi si visini, Total, Ilfov, Anul 2009, Numar, 65052
Ciresi si visini, Total, Ilfov, Anul 2010, Numar, 56286
Ciresi si visini, Total, Ilfov, Anul 2011, Numar, 54604
Ciresi si visini, Total, Ilfov, Anul 2012, Numar, 69002
Ciresi si visini, Total, Ilfov, Anul 2013, Numar, 63300
Ciresi si visini, Total, Ilfov, Anul 2014, Numar, 55837
Ciresi si visini, Total, Ilfov, Anul 2015, Numar, 53143
Ciresi si visini, Total, Ilfov, Anul 2016, Numar, 52933
Ciresi si visini, Total, Ilfov, Anul 2017, Numar, 52283
Ciresi si visini, Total, Ilfov, Anul 2018, Numar, 53897
Ciresi si visini, Total, Ilfov, Anul 2019, Numar, 53551
Ciresi si visini, Total, Ilfov, Anul 2020, Numar, 54690
Ciresi si visini, Total, Ilfov, Anul 2021, Numar, 89138
Ciresi si visini, Total, Ilfov, Anul 2022, Numar, 131577
Ciresi si visini, Total, Ilfov, Anul 2023, Numar, 131455
Ciresi si visini, Total, Ilfov, Anul 2024, Numar, 111179
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2000, Numar, 28092
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2001, Numar, 27458
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2002, Numar, 31806
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2003, Numar, 21614
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2004, Numar, 19657
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2005, Numar, 22900
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2006, Numar, 19210
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2007, Numar, 3950
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2008, Numar, 4737
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2009, Numar, 3195
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2010, Numar, 4847
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2011, Numar, 10660
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2012, Numar, 3666
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2013, Numar, 1830
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2014, Numar, 1145
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2015, Numar, 1110
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2016, Numar, 1110
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2018, Numar, 16
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2021, Numar, 162
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2022, Numar, 222
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2023, Numar, 210
Ciresi si visini, Total, Municipiul Bucuresti, Anul 2024, Numar, 210
Ciresi si visini, Total, Dolj, Anul 2000, Numar, 156541
Ciresi si visini, Total, Dolj, Anul 2001, Numar, 160005
Ciresi si visini, Total, Dolj, Anul 2002, Numar, 178963
Ciresi si visini, Total, Dolj, Anul 2003, Numar, 174967
Ciresi si visini, Total, Dolj, Anul 2004, Numar, 218017
Ciresi si visini, Total, Dolj, Anul 2005, Numar, 119559
Ciresi si visini, Total, Dolj, Anul 2006, Numar, 145406
Ciresi si visini, Total, Dolj, Anul 2007, Numar, 66663
Ciresi si visini, Total, Dolj, Anul 2008, Numar, 66956
Ciresi si visini, Total, Dolj, Anul 2009, Numar, 88045
Ciresi si visini, Total, Dolj, Anul 2010, Numar, 95079
Ciresi si visini, Total, Dolj, Anul 2011, Numar, 90723
Ciresi si visini, Total, Dolj, Anul 2012, Numar, 158472
Ciresi si visini, Total, Dolj, Anul 2013, Numar, 106478
Ciresi si visini, Total, Dolj, Anul 2014, Numar, 109488
Ciresi si visini, Total, Dolj, Anul 2015, Numar, 119507
Ciresi si visini, Total, Dolj, Anul 2016, Numar, 120124
Ciresi si visini, Total, Dolj, Anul 2017, Numar, 116473
Ciresi si visini, Total, Dolj, Anul 2018, Numar, 137665
Ciresi si visini, Total, Dolj, Anul 2019, Numar, 138680
Ciresi si visini, Total, Dolj, Anul 2020, Numar, 145995
Ciresi si visini, Total, Dolj, Anul 2021, Numar, 139211
Ciresi si visini, Total, Dolj, Anul 2022, Numar, 141271
Ciresi si visini, Total, Dolj, Anul 2023, Numar, 137727
Ciresi si visini, Total, Dolj, Anul 2024, Numar, 138165
Ciresi si visini, Total, Gorj, Anul 2000, Numar, 116659
Ciresi si visini, Total, Gorj, Anul 2001, Numar, 113762
Ciresi si visini, Total, Gorj, Anul 2002, Numar, 116683
Ciresi si visini, Total, Gorj, Anul 2003, Numar, 115807
Ciresi si visini, Total, Gorj, Anul 2004, Numar, 110855
Ciresi si visini, Total, Gorj, Anul 2005, Numar, 110567
Ciresi si visini, Total, Gorj, Anul 2006, Numar, 122424
Ciresi si visini, Total, Gorj, Anul 2007, Numar, 137001
Ciresi si visini, Total, Gorj, Anul 2008, Numar, 138258
Ciresi si visini, Total, Gorj, Anul 2009, Numar, 137569
Ciresi si visini, Total, Gorj, Anul 2010, Numar, 145979
Ciresi si visini, Total, Gorj, Anul 2011, Numar, 137285
Ciresi si visini, Total, Gorj, Anul 2012, Numar, 135695
Ciresi si visini, Total, Gorj, Anul 2013, Numar, 138308
Ciresi si visini, Total, Gorj, Anul 2014, Numar, 133649
Ciresi si visini, Total, Gorj, Anul 2015, Numar, 132831
Ciresi si visini, Total, Gorj, Anul 2016, Numar, 132943
Ciresi si visini, Total, Gorj, Anul 2017, Numar, 132577
Ciresi si visini, Total, Gorj, Anul 2018, Numar, 132929
Ciresi si visini, Total, Gorj, Anul 2019, Numar, 133203
Ciresi si visini, Total, Gorj, Anul 2020, Numar, 133357
Ciresi si visini, Total, Gorj, Anul 2021, Numar, 133029
Ciresi si visini, Total, Gorj, Anul 2022, Numar, 132906
Ciresi si visini, Total, Gorj, Anul 2023, Numar, 132898
Ciresi si visini, Total, Gorj, Anul 2024, Numar, 132423
Ciresi si visini, Total, Mehedinti, Anul 2000, Numar, 349892
Ciresi si visini, Total, Mehedinti, Anul 2001, Numar, 385646
Ciresi si visini, Total, Mehedinti, Anul 2002, Numar, 385719
Ciresi si visini, Total, Mehedinti, Anul 2003, Numar, 368445
Ciresi si visini, Total, Mehedinti, Anul 2004, Numar, 376048
Ciresi si visini, Total, Mehedinti, Anul 2005, Numar, 360097
Ciresi si visini, Total, Mehedinti, Anul 2006, Numar, 217034
Ciresi si visini, Total, Mehedinti, Anul 2007, Numar, 210247
Ciresi si visini, Total, Mehedinti, Anul 2008, Numar, 204617
Ciresi si visini, Total, Mehedinti, Anul 2009, Numar, 204984
Ciresi si visini, Total, Mehedinti, Anul 2010, Numar, 205087
Ciresi si visini, Total, Mehedinti, Anul 2011, Numar, 201864
Ciresi si visini, Total, Mehedinti, Anul 2012, Numar, 201255
Ciresi si visini, Total, Mehedinti, Anul 2013, Numar, 200601
Ciresi si visini, Total, Mehedinti, Anul 2014, Numar, 200255
Ciresi si visini, Total, Mehedinti, Anul 2015, Numar, 198789
Ciresi si visini, Total, Mehedinti, Anul 2016, Numar, 199227
Ciresi si visini, Total, Mehedinti, Anul 2017, Numar, 197496
Ciresi si visini, Total, Mehedinti, Anul 2018, Numar, 198289
Ciresi si visini, Total, Mehedinti, Anul 2019, Numar, 198374
Ciresi si visini, Total, Mehedinti, Anul 2020, Numar, 198405
Ciresi si visini, Total, Mehedinti, Anul 2021, Numar, 196449
Ciresi si visini, Total, Mehedinti, Anul 2022, Numar, 196497
Ciresi si visini, Total, Mehedinti, Anul 2023, Numar, 197471
Ciresi si visini, Total, Mehedinti, Anul 2024, Numar, 196866
Ciresi si visini, Total, Olt, Anul 2000, Numar, 110161
Ciresi si visini, Total, Olt, Anul 2001, Numar, 108887
Ciresi si visini, Total, Olt, Anul 2002, Numar, 118966
Ciresi si visini, Total, Olt, Anul 2003, Numar, 92931
Ciresi si visini, Total, Olt, Anul 2004, Numar, 102865
Ciresi si visini, Total, Olt, Anul 2005, Numar, 78674
Ciresi si visini, Total, Olt, Anul 2006, Numar, 72851
Ciresi si visini, Total, Olt, Anul 2007, Numar, 201707
Ciresi si visini, Total, Olt, Anul 2008, Numar, 201714
Ciresi si visini, Total, Olt, Anul 2009, Numar, 200030
Ciresi si visini, Total, Olt, Anul 2010, Numar, 202722
Ciresi si visini, Total, Olt, Anul 2011, Numar, 199576
Ciresi si visini, Total, Olt, Anul 2012, Numar, 199836
Ciresi si visini, Total, Olt, Anul 2013, Numar, 200070
Ciresi si visini, Total, Olt, Anul 2014, Numar, 199975
Ciresi si visini, Total, Olt, Anul 2015, Numar, 200016
Ciresi si visini, Total, Olt, Anul 2016, Numar, 199986
Ciresi si visini, Total, Olt, Anul 2017, Numar, 198206
Ciresi si visini, Total, Olt, Anul 2018, Numar, 199696
Ciresi si visini, Total, Olt, Anul 2019, Numar, 199611
Ciresi si visini, Total, Olt, Anul 2020, Numar, 200165
Ciresi si visini, Total, Olt, Anul 2021, Numar, 199866
Ciresi si visini, Total, Olt, Anul 2022, Numar, 199801
Ciresi si visini, Total, Olt, Anul 2023, Numar, 199927
Ciresi si visini, Total, Olt, Anul 2024, Numar, 198707
Ciresi si visini, Total, Valcea, Anul 2000, Numar, 63577
Ciresi si visini, Total, Valcea, Anul 2001, Numar, 88135
Ciresi si visini, Total, Valcea, Anul 2002, Numar, 87793
Ciresi si visini, Total, Valcea, Anul 2003, Numar, 76418
Ciresi si visini, Total, Valcea, Anul 2004, Numar, 73727
Ciresi si visini, Total, Valcea, Anul 2005, Numar, 79008
Ciresi si visini, Total, Valcea, Anul 2006, Numar, 71450
Ciresi si visini, Total, Valcea, Anul 2007, Numar, 135062
Ciresi si visini, Total, Valcea, Anul 2008, Numar, 128712
Ciresi si visini, Total, Valcea, Anul 2009, Numar, 128382
Ciresi si visini, Total, Valcea, Anul 2010, Numar, 141158
Ciresi si visini, Total, Valcea, Anul 2011, Numar, 134010
Ciresi si visini, Total, Valcea, Anul 2012, Numar, 133824
Ciresi si visini, Total, Valcea, Anul 2013, Numar, 135672
Ciresi si visini, Total, Valcea, Anul 2014, Numar, 133444
Ciresi si visini, Total, Valcea, Anul 2015, Numar, 133088
Ciresi si visini, Total, Valcea, Anul 2016, Numar, 131591
Ciresi si visini, Total, Valcea, Anul 2017, Numar, 131405
Ciresi si visini, Total, Valcea, Anul 2018, Numar, 131890
Ciresi si visini, Total, Valcea, Anul 2019, Numar, 131859
Ciresi si visini, Total, Valcea, Anul 2020, Numar, 131675
Ciresi si visini, Total, Valcea, Anul 2021, Numar, 131591
Ciresi si visini, Total, Valcea, Anul 2022, Numar, 131662
Ciresi si visini, Total, Valcea, Anul 2023, Numar, 131243
Ciresi si visini, Total, Valcea, Anul 2024, Numar, 132975
Ciresi si visini, Total, Arad, Anul 2000, Numar, 167837
Ciresi si visini, Total, Arad, Anul 2001, Numar, 308126
Ciresi si visini, Total, Arad, Anul 2002, Numar, 185453
Ciresi si visini, Total, Arad, Anul 2003, Numar, 175216
Ciresi si visini, Total, Arad, Anul 2004, Numar, 167428
Ciresi si visini, Total, Arad, Anul 2005, Numar, 146336
Ciresi si visini, Total, Arad, Anul 2006, Numar, 74433
Ciresi si visini, Total, Arad, Anul 2007, Numar, 42286
Ciresi si visini, Total, Arad, Anul 2008, Numar, 97721
Ciresi si visini, Total, Arad, Anul 2009, Numar, 91981
Ciresi si visini, Total, Arad, Anul 2010, Numar, 83840
Ciresi si visini, Total, Arad, Anul 2011, Numar, 260493
Ciresi si visini, Total, Arad, Anul 2012, Numar, 230787
Ciresi si visini, Total, Arad, Anul 2013, Numar, 79937
Ciresi si visini, Total, Arad, Anul 2014, Numar, 79722
Ciresi si visini, Total, Arad, Anul 2015, Numar, 76910
Ciresi si visini, Total, Arad, Anul 2016, Numar, 69927
Ciresi si visini, Total, Arad, Anul 2017, Numar, 69782
Ciresi si visini, Total, Arad, Anul 2018, Numar, 70168
Ciresi si visini, Total, Arad, Anul 2019, Numar, 70090
Ciresi si visini, Total, Arad, Anul 2020, Numar, 70253
Ciresi si visini, Total, Arad, Anul 2021, Numar, 90971
Ciresi si visini, Total, Arad, Anul 2022, Numar, 56406
Ciresi si visini, Total, Arad, Anul 2023, Numar, 82414
Ciresi si visini, Total, Arad, Anul 2024, Numar, 118512
Ciresi si visini, Total, Caras-Severin, Anul 2000, Numar, 223898
Ciresi si visini, Total, Caras-Severin, Anul 2001, Numar, 216639
Ciresi si visini, Total, Caras-Severin, Anul 2002, Numar, 217406
Ciresi si visini, Total, Caras-Severin, Anul 2003, Numar, 217907
Ciresi si visini, Total, Caras-Severin, Anul 2004, Numar, 216390
Ciresi si visini, Total, Caras-Severin, Anul 2005, Numar, 216929
Ciresi si visini, Total, Caras-Severin, Anul 2006, Numar, 210011
Ciresi si visini, Total, Caras-Severin, Anul 2007, Numar, 228694
Ciresi si visini, Total, Caras-Severin, Anul 2008, Numar, 180886
Ciresi si visini, Total, Caras-Severin, Anul 2009, Numar, 159705
Ciresi si visini, Total, Caras-Severin, Anul 2010, Numar, 108443
Ciresi si visini, Total, Caras-Severin, Anul 2011, Numar, 88549
Ciresi si visini, Total, Caras-Severin, Anul 2012, Numar, 82350
Ciresi si visini, Total, Caras-Severin, Anul 2013, Numar, 78141
Ciresi si visini, Total, Caras-Severin, Anul 2014, Numar, 77699
Ciresi si visini, Total, Caras-Severin, Anul 2015, Numar, 78896
Ciresi si visini, Total, Caras-Severin, Anul 2016, Numar, 78668
Ciresi si visini, Total, Caras-Severin, Anul 2017, Numar, 76853
Ciresi si visini, Total, Caras-Severin, Anul 2018, Numar, 78752
Ciresi si visini, Total, Caras-Severin, Anul 2019, Numar, 78692
Ciresi si visini, Total, Caras-Severin, Anul 2020, Numar, 78635
Ciresi si visini, Total, Caras-Severin, Anul 2021, Numar, 78220
Ciresi si visini, Total, Caras-Severin, Anul 2022, Numar, 78543
Ciresi si visini, Total, Caras-Severin, Anul 2023, Numar, 78346
Ciresi si visini, Total, Caras-Severin, Anul 2024, Numar, 90300
Ciresi si visini, Total, Hunedoara, Anul 2000, Numar, 92852
Ciresi si visini, Total, Hunedoara, Anul 2001, Numar, 93275
Ciresi si visini, Total, Hunedoara, Anul 2002, Numar, 94876
Ciresi si visini, Total, Hunedoara, Anul 2003, Numar, 88578
Ciresi si visini, Total, Hunedoara, Anul 2004, Numar, 69445
Ciresi si visini, Total, Hunedoara, Anul 2005, Numar, 75558
Ciresi si visini, Total, Hunedoara, Anul 2006, Numar, 69080
Ciresi si visini, Total, Hunedoara, Anul 2007, Numar, 101361
Ciresi si visini, Total, Hunedoara, Anul 2008, Numar, 101570
Ciresi si visini, Total, Hunedoara, Anul 2009, Numar, 101557
Ciresi si visini, Total, Hunedoara, Anul 2010, Numar, 94317
Ciresi si visini, Total, Hunedoara, Anul 2011, Numar, 94158
Ciresi si visini, Total, Hunedoara, Anul 2012, Numar, 94690
Ciresi si visini, Total, Hunedoara, Anul 2013, Numar, 94606
Ciresi si visini, Total, Hunedoara, Anul 2014, Numar, 94813
Ciresi si visini, Total, Hunedoara, Anul 2015, Numar, 91738
Ciresi si visini, Total, Hunedoara, Anul 2016, Numar, 94092
