Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Tone, Valoare
Prune, Total, Constanta, Anul 2002, Tone, 2122
Prune, Total, Constanta, Anul 2003, Tone, 3364
Prune, Total, Constanta, Anul 2004, Tone, 2521
Prune, Total, Constanta, Anul 2005, Tone, 3463
Prune, Total, Constanta, Anul 2006, Tone, 2078
Prune, Total, Constanta, Anul 2007, Tone, 2074
Prune, Total, Constanta, Anul 2008, Tone, 2664
Prune, Total, Constanta, Anul 2009, Tone, 5235
Prune, Total, Constanta, Anul 2010, Tone, 4974
Prune, Total, Constanta, Anul 2011, Tone, 5251
Prune, Total, Constanta, Anul 2012, Tone, 3316
Prune, Total, Constanta, Anul 2013, Tone, 3548
Prune, Total, Constanta, Anul 2014, Tone, 3735
Prune, Total, Constanta, Anul 2015, Tone, 2946
Prune, Total, Constanta, Anul 2016, Tone, 2956
Prune, Total, Constanta, Anul 2017, Tone, 4214
Prune, Total, Constanta, Anul 2018, Tone, 9140
Prune, Total, Constanta, Anul 2019, Tone, 7490
Prune, Total, Constanta, Anul 2020, Tone, 6792
Prune, Total, Constanta, Anul 2021, Tone, 6547
Prune, Total, Constanta, Anul 2022, Tone, 5632
Prune, Total, Constanta, Anul 2023, Tone, 5584
Prune, Total, Constanta, Anul 2024, Tone, 5371
Prune, Total, Galati, Anul 2000, Tone, 5414
Prune, Total, Galati, Anul 2001, Tone, 5685
Prune, Total, Galati, Anul 2002, Tone, 4387
Prune, Total, Galati, Anul 2003, Tone, 6723
Prune, Total, Galati, Anul 2004, Tone, 5476
Prune, Total, Galati, Anul 2005, Tone, 7010
Prune, Total, Galati, Anul 2006, Tone, 5542
Prune, Total, Galati, Anul 2007, Tone, 1286
Prune, Total, Galati, Anul 2008, Tone, 2632
Prune, Total, Galati, Anul 2009, Tone, 1925
Prune, Total, Galati, Anul 2010, Tone, 2249
Prune, Total, Galati, Anul 2011, Tone, 2187
Prune, Total, Galati, Anul 2012, Tone, 1432
Prune, Total, Galati, Anul 2013, Tone, 1882
Prune, Total, Galati, Anul 2014, Tone, 2086
Prune, Total, Galati, Anul 2015, Tone, 2623
Prune, Total, Galati, Anul 2016, Tone, 2882
Prune, Total, Galati, Anul 2017, Tone, 3071
Prune, Total, Galati, Anul 2018, Tone, 5743
Prune, Total, Galati, Anul 2019, Tone, 3987
Prune, Total, Galati, Anul 2020, Tone, 3655
Prune, Total, Galati, Anul 2021, Tone, 3714
Prune, Total, Galati, Anul 2022, Tone, 3399
Prune, Total, Galati, Anul 2023, Tone, 3311
Prune, Total, Galati, Anul 2024, Tone, 3084
Prune, Total, Tulcea, Anul 2000, Tone, 779
Prune, Total, Tulcea, Anul 2001, Tone, 1604
Prune, Total, Tulcea, Anul 2002, Tone, 1471
Prune, Total, Tulcea, Anul 2003, Tone, 2943
Prune, Total, Tulcea, Anul 2004, Tone, 1781
Prune, Total, Tulcea, Anul 2005, Tone, 8259
Prune, Total, Tulcea, Anul 2006, Tone, 2242
Prune, Total, Tulcea, Anul 2007, Tone, 271
Prune, Total, Tulcea, Anul 2008, Tone, 251
Prune, Total, Tulcea, Anul 2009, Tone, 195
Prune, Total, Tulcea, Anul 2010, Tone, 176
Prune, Total, Tulcea, Anul 2011, Tone, 468
Prune, Total, Tulcea, Anul 2012, Tone, 362
Prune, Total, Tulcea, Anul 2013, Tone, 270
Prune, Total, Tulcea, Anul 2014, Tone, 315
Prune, Total, Tulcea, Anul 2015, Tone, 309
Prune, Total, Tulcea, Anul 2016, Tone, 205
Prune, Total, Tulcea, Anul 2017, Tone, 248
Prune, Total, Tulcea, Anul 2018, Tone, 531
Prune, Total, Tulcea, Anul 2019, Tone, 498
Prune, Total, Tulcea, Anul 2020, Tone, 431
Prune, Total, Tulcea, Anul 2021, Tone, 428
Prune, Total, Tulcea, Anul 2022, Tone, 384
Prune, Total, Tulcea, Anul 2023, Tone, 339
Prune, Total, Tulcea, Anul 2024, Tone, 346
Prune, Total, Vrancea, Anul 2000, Tone, 14577
Prune, Total, Vrancea, Anul 2001, Tone, 25736
Prune, Total, Vrancea, Anul 2002, Tone, 9676
Prune, Total, Vrancea, Anul 2003, Tone, 14233
Prune, Total, Vrancea, Anul 2004, Tone, 11368
Prune, Total, Vrancea, Anul 2005, Tone, 33175
Prune, Total, Vrancea, Anul 2006, Tone, 32978
Prune, Total, Vrancea, Anul 2007, Tone, 13186
Prune, Total, Vrancea, Anul 2008, Tone, 19026
Prune, Total, Vrancea, Anul 2009, Tone, 17292
Prune, Total, Vrancea, Anul 2010, Tone, 20608
Prune, Total, Vrancea, Anul 2011, Tone, 16675
Prune, Total, Vrancea, Anul 2012, Tone, 11847
Prune, Total, Vrancea, Anul 2013, Tone, 15823
Prune, Total, Vrancea, Anul 2014, Tone, 22573
Prune, Total, Vrancea, Anul 2015, Tone, 22557
Prune, Total, Vrancea, Anul 2016, Tone, 17526
Prune, Total, Vrancea, Anul 2017, Tone, 14688
Prune, Total, Vrancea, Anul 2018, Tone, 33940
Prune, Total, Vrancea, Anul 2019, Tone, 29764
Prune, Total, Vrancea, Anul 2020, Tone, 27974
Prune, Total, Vrancea, Anul 2021, Tone, 30074
Prune, Total, Vrancea, Anul 2022, Tone, 27248
Prune, Total, Vrancea, Anul 2023, Tone, 27133
Prune, Total, Vrancea, Anul 2024, Tone, 25975
Prune, Total, Arges, Anul 2000, Tone, 79462
Prune, Total, Arges, Anul 2001, Tone, 47335
Prune, Total, Arges, Anul 2002, Tone, 3918
Prune, Total, Arges, Anul 2003, Tone, 112331
Prune, Total, Arges, Anul 2004, Tone, 41399
Prune, Total, Arges, Anul 2005, Tone, 61972
Prune, Total, Arges, Anul 2006, Tone, 69037
Prune, Total, Arges, Anul 2007, Tone, 57830
Prune, Total, Arges, Anul 2008, Tone, 60655
Prune, Total, Arges, Anul 2009, Tone, 57567
Prune, Total, Arges, Anul 2010, Tone, 109922
Prune, Total, Arges, Anul 2011, Tone, 103461
Prune, Total, Arges, Anul 2012, Tone, 72808
Prune, Total, Arges, Anul 2013, Tone, 73806
Prune, Total, Arges, Anul 2014, Tone, 57511
Prune, Total, Arges, Anul 2015, Tone, 55863
Prune, Total, Arges, Anul 2016, Tone, 67238
Prune, Total, Arges, Anul 2017, Tone, 53208
Prune, Total, Arges, Anul 2018, Tone, 71617
Prune, Total, Arges, Anul 2019, Tone, 36022
Prune, Total, Arges, Anul 2020, Tone, 77680
Prune, Total, Arges, Anul 2021, Tone, 77624
Prune, Total, Arges, Anul 2022, Tone, 69183
Prune, Total, Arges, Anul 2023, Tone, 63104
Prune, Total, Arges, Anul 2024, Tone, 61896
Prune, Total, Calarasi, Anul 2000, Tone, 1148
Prune, Total, Calarasi, Anul 2001, Tone, 1327
Prune, Total, Calarasi, Anul 2002, Tone, 872
Prune, Total, Calarasi, Anul 2003, Tone, 1309
Prune, Total, Calarasi, Anul 2004, Tone, 1662
Prune, Total, Calarasi, Anul 2005, Tone, 1327
Prune, Total, Calarasi, Anul 2006, Tone, 964
Prune, Total, Calarasi, Anul 2007, Tone, 173
Prune, Total, Calarasi, Anul 2008, Tone, 664
Prune, Total, Calarasi, Anul 2009, Tone, 526
Prune, Total, Calarasi, Anul 2010, Tone, 822
Prune, Total, Calarasi, Anul 2011, Tone, 756
Prune, Total, Calarasi, Anul 2012, Tone, 538
Prune, Total, Calarasi, Anul 2013, Tone, 690
Prune, Total, Calarasi, Anul 2014, Tone, 683
Prune, Total, Calarasi, Anul 2015, Tone, 689
Prune, Total, Calarasi, Anul 2016, Tone, 707
Prune, Total, Calarasi, Anul 2017, Tone, 692
Prune, Total, Calarasi, Anul 2018, Tone, 659
Prune, Total, Calarasi, Anul 2019, Tone, 653
Prune, Total, Calarasi, Anul 2020, Tone, 601
Prune, Total, Calarasi, Anul 2021, Tone, 638
Prune, Total, Calarasi, Anul 2022, Tone, 598
Prune, Total, Calarasi, Anul 2023, Tone, 632
Prune, Total, Calarasi, Anul 2024, Tone, 548
Prune, Total, Dambovita, Anul 2000, Tone, 38743
Prune, Total, Dambovita, Anul 2001, Tone, 36313
Prune, Total, Dambovita, Anul 2002, Tone, 8343
Prune, Total, Dambovita, Anul 2003, Tone, 56034
Prune, Total, Dambovita, Anul 2004, Tone, 10871
Prune, Total, Dambovita, Anul 2005, Tone, 45977
Prune, Total, Dambovita, Anul 2006, Tone, 33509
Prune, Total, Dambovita, Anul 2007, Tone, 65538
Prune, Total, Dambovita, Anul 2008, Tone, 34851
Prune, Total, Dambovita, Anul 2009, Tone, 25938
Prune, Total, Dambovita, Anul 2010, Tone, 51180
Prune, Total, Dambovita, Anul 2011, Tone, 31623
Prune, Total, Dambovita, Anul 2012, Tone, 37257
Prune, Total, Dambovita, Anul 2013, Tone, 35966
Prune, Total, Dambovita, Anul 2014, Tone, 29968
Prune, Total, Dambovita, Anul 2015, Tone, 37071
Prune, Total, Dambovita, Anul 2016, Tone, 44416
Prune, Total, Dambovita, Anul 2017, Tone, 19380
Prune, Total, Dambovita, Anul 2018, Tone, 60680
Prune, Total, Dambovita, Anul 2019, Tone, 45652
Prune, Total, Dambovita, Anul 2020, Tone, 42349
Prune, Total, Dambovita, Anul 2021, Tone, 48821
Prune, Total, Dambovita, Anul 2022, Tone, 38348
Prune, Total, Dambovita, Anul 2023, Tone, 38857
Prune, Total, Dambovita, Anul 2024, Tone, 37783
Prune, Total, Giurgiu, Anul 2000, Tone, 3842
Prune, Total, Giurgiu, Anul 2001, Tone, 4006
Prune, Total, Giurgiu, Anul 2002, Tone, 1447
Prune, Total, Giurgiu, Anul 2003, Tone, 3780
Prune, Total, Giurgiu, Anul 2004, Tone, 4518
Prune, Total, Giurgiu, Anul 2005, Tone, 3876
Prune, Total, Giurgiu, Anul 2006, Tone, 583
Prune, Total, Giurgiu, Anul 2007, Tone, 779
Prune, Total, Giurgiu, Anul 2008, Tone, 1365
Prune, Total, Giurgiu, Anul 2009, Tone, 1978
Prune, Total, Giurgiu, Anul 2010, Tone, 1880
Prune, Total, Giurgiu, Anul 2011, Tone, 1506
Prune, Total, Giurgiu, Anul 2012, Tone, 828
Prune, Total, Giurgiu, Anul 2013, Tone, 1800
Prune, Total, Giurgiu, Anul 2014, Tone, 1805
Prune, Total, Giurgiu, Anul 2015, Tone, 1939
Prune, Total, Giurgiu, Anul 2016, Tone, 1994
Prune, Total, Giurgiu, Anul 2017, Tone, 2086
Prune, Total, Giurgiu, Anul 2018, Tone, 4661
Prune, Total, Giurgiu, Anul 2019, Tone, 3966
Prune, Total, Giurgiu, Anul 2020, Tone, 3616
Prune, Total, Giurgiu, Anul 2021, Tone, 3780
Prune, Total, Giurgiu, Anul 2022, Tone, 3489
Prune, Total, Giurgiu, Anul 2023, Tone, 3380
Prune, Total, Giurgiu, Anul 2024, Tone, 3276
Prune, Total, Ialomita, Anul 2000, Tone, 1963
Prune, Total, Ialomita, Anul 2001, Tone, 1257
Prune, Total, Ialomita, Anul 2002, Tone, 374
Prune, Total, Ialomita, Anul 2003, Tone, 698
Prune, Total, Ialomita, Anul 2004, Tone, 1252
Prune, Total, Ialomita, Anul 2005, Tone, 3224
Prune, Total, Ialomita, Anul 2006, Tone, 1099
Prune, Total, Ialomita, Anul 2007, Tone, 75
Prune, Total, Ialomita, Anul 2008, Tone, 230
Prune, Total, Ialomita, Anul 2009, Tone, 378
Prune, Total, Ialomita, Anul 2010, Tone, 522
Prune, Total, Ialomita, Anul 2011, Tone, 450
Prune, Total, Ialomita, Anul 2012, Tone, 329
Prune, Total, Ialomita, Anul 2013, Tone, 452
Prune, Total, Ialomita, Anul 2014, Tone, 433
Prune, Total, Ialomita, Anul 2015, Tone, 428
Prune, Total, Ialomita, Anul 2016, Tone, 402
Prune, Total, Ialomita, Anul 2017, Tone, 493
Prune, Total, Ialomita, Anul 2018, Tone, 843
Prune, Total, Ialomita, Anul 2019, Tone, 639
Prune, Total, Ialomita, Anul 2020, Tone, 594
Prune, Total, Ialomita, Anul 2021, Tone, 613
Prune, Total, Ialomita, Anul 2022, Tone, 504
Prune, Total, Ialomita, Anul 2023, Tone, 532
Prune, Total, Ialomita, Anul 2024, Tone, 482
Prune, Total, Prahova, Anul 2000, Tone, 15913
Prune, Total, Prahova, Anul 2001, Tone, 20509
Prune, Total, Prahova, Anul 2002, Tone, 2250
Prune, Total, Prahova, Anul 2003, Tone, 50482
Prune, Total, Prahova, Anul 2004, Tone, 14057
Prune, Total, Prahova, Anul 2005, Tone, 39095
Prune, Total, Prahova, Anul 2006, Tone, 22691
Prune, Total, Prahova, Anul 2007, Tone, 10211
Prune, Total, Prahova, Anul 2008, Tone, 28505
Prune, Total, Prahova, Anul 2009, Tone, 23825
Prune, Total, Prahova, Anul 2010, Tone, 43111
Prune, Total, Prahova, Anul 2011, Tone, 34639
Prune, Total, Prahova, Anul 2012, Tone, 26687
Prune, Total, Prahova, Anul 2013, Tone, 29454
Prune, Total, Prahova, Anul 2014, Tone, 23499
Prune, Total, Prahova, Anul 2015, Tone, 21312
Prune, Total, Prahova, Anul 2016, Tone, 27780
Prune, Total, Prahova, Anul 2017, Tone, 18010
Prune, Total, Prahova, Anul 2018, Tone, 50207
Prune, Total, Prahova, Anul 2019, Tone, 44066
Prune, Total, Prahova, Anul 2020, Tone, 61190
Prune, Total, Prahova, Anul 2021, Tone, 61322
Prune, Total, Prahova, Anul 2022, Tone, 44152
Prune, Total, Prahova, Anul 2023, Tone, 43157
Prune, Total, Prahova, Anul 2024, Tone, 32591
Prune, Total, Teleorman, Anul 2000, Tone, 3088
Prune, Total, Teleorman, Anul 2001, Tone, 4169
Prune, Total, Teleorman, Anul 2002, Tone, 2876
Prune, Total, Teleorman, Anul 2003, Tone, 4012
Prune, Total, Teleorman, Anul 2004, Tone, 2374
Prune, Total, Teleorman, Anul 2005, Tone, 4910
Prune, Total, Teleorman, Anul 2006, Tone, 4116
Prune, Total, Teleorman, Anul 2007, Tone, 675
Prune, Total, Teleorman, Anul 2008, Tone, 1610
Prune, Total, Teleorman, Anul 2009, Tone, 1785
Prune, Total, Teleorman, Anul 2010, Tone, 1542
Prune, Total, Teleorman, Anul 2011, Tone, 1731
Prune, Total, Teleorman, Anul 2012, Tone, 732
Prune, Total, Teleorman, Anul 2013, Tone, 1224
Prune, Total, Teleorman, Anul 2014, Tone, 1433
Prune, Total, Teleorman, Anul 2015, Tone, 1713
Prune, Total, Teleorman, Anul 2016, Tone, 1706
Prune, Total, Teleorman, Anul 2017, Tone, 2323
Prune, Total, Teleorman, Anul 2018, Tone, 5563
Prune, Total, Teleorman, Anul 2019, Tone, 4820
Prune, Total, Teleorman, Anul 2020, Tone, 4002
Prune, Total, Teleorman, Anul 2021, Tone, 4084
Prune, Total, Teleorman, Anul 2022, Tone, 3422
Prune, Total, Teleorman, Anul 2023, Tone, 3324
Prune, Total, Teleorman, Anul 2024, Tone, 3206
Prune, Total, Ilfov, Anul 2000, Tone, 2298
Prune, Total, Ilfov, Anul 2001, Tone, 1835
Prune, Total, Ilfov, Anul 2002, Tone, 1511
Prune, Total, Ilfov, Anul 2003, Tone, 2072
Prune, Total, Ilfov, Anul 2004, Tone, 1162
Prune, Total, Ilfov, Anul 2005, Tone, 2127
Prune, Total, Ilfov, Anul 2006, Tone, 2477
Prune, Total, Ilfov, Anul 2007, Tone, 225
Prune, Total, Ilfov, Anul 2008, Tone, 569
Prune, Total, Ilfov, Anul 2009, Tone, 446
Prune, Total, Ilfov, Anul 2010, Tone, 602
Prune, Total, Ilfov, Anul 2011, Tone, 595
Prune, Total, Ilfov, Anul 2012, Tone, 765
Prune, Total, Ilfov, Anul 2013, Tone, 820
Prune, Total, Ilfov, Anul 2014, Tone, 443
Prune, Total, Ilfov, Anul 2015, Tone, 584
Prune, Total, Ilfov, Anul 2016, Tone, 399
Prune, Total, Ilfov, Anul 2017, Tone, 478
Prune, Total, Ilfov, Anul 2018, Tone, 849
Prune, Total, Ilfov, Anul 2019, Tone, 652
Prune, Total, Ilfov, Anul 2020, Tone, 623
Prune, Total, Ilfov, Anul 2021, Tone, 684
Prune, Total, Ilfov, Anul 2022, Tone, 536
Prune, Total, Ilfov, Anul 2023, Tone, 573
Prune, Total, Ilfov, Anul 2024, Tone, 473
Prune, Total, Municipiul Bucuresti, Anul 2000, Tone, 111
Prune, Total, Municipiul Bucuresti, Anul 2001, Tone, 224
Prune, Total, Municipiul Bucuresti, Anul 2002, Tone, 51
Prune, Total, Municipiul Bucuresti, Anul 2003, Tone, 41
Prune, Total, Municipiul Bucuresti, Anul 2004, Tone, 12
Prune, Total, Municipiul Bucuresti, Anul 2005, Tone, 215
Prune, Total, Municipiul Bucuresti, Anul 2006, Tone, 104
Prune, Total, Municipiul Bucuresti, Anul 2007, Tone, 11
Prune, Total, Municipiul Bucuresti, Anul 2008, Tone, 18
Prune, Total, Municipiul Bucuresti, Anul 2009, Tone, 20
Prune, Total, Municipiul Bucuresti, Anul 2010, Tone, 22
Prune, Total, Municipiul Bucuresti, Anul 2011, Tone, 16
Prune, Total, Municipiul Bucuresti, Anul 2012, Tone, 15
Prune, Total, Municipiul Bucuresti, Anul 2013, Tone, 18
Prune, Total, Municipiul Bucuresti, Anul 2014, Tone, 11
Prune, Total, Municipiul Bucuresti, Anul 2015, Tone, 11
Prune, Total, Municipiul Bucuresti, Anul 2016, Tone, 11
Prune, Total, Municipiul Bucuresti, Anul 2018, Tone, 1
Prune, Total, Municipiul Bucuresti, Anul 2022, Tone, 1
Prune, Total, Municipiul Bucuresti, Anul 2023, Tone, 0
Prune, Total, Municipiul Bucuresti, Anul 2024, Tone, 1
Prune, Total, Dolj, Anul 2000, Tone, 7967
Prune, Total, Dolj, Anul 2001, Tone, 9204
Prune, Total, Dolj, Anul 2002, Tone, 1079
Prune, Total, Dolj, Anul 2003, Tone, 13959
Prune, Total, Dolj, Anul 2004, Tone, 12370
Prune, Total, Dolj, Anul 2005, Tone, 15803
Prune, Total, Dolj, Anul 2006, Tone, 15610
Prune, Total, Dolj, Anul 2007, Tone, 9117
Prune, Total, Dolj, Anul 2008, Tone, 7770
Prune, Total, Dolj, Anul 2009, Tone, 8195
Prune, Total, Dolj, Anul 2010, Tone, 6515
Prune, Total, Dolj, Anul 2011, Tone, 4486
Prune, Total, Dolj, Anul 2012, Tone, 5253
Prune, Total, Dolj, Anul 2013, Tone, 3769
Prune, Total, Dolj, Anul 2014, Tone, 4591
Prune, Total, Dolj, Anul 2015, Tone, 3786
Prune, Total, Dolj, Anul 2016, Tone, 4528
Prune, Total, Dolj, Anul 2017, Tone, 5270
Prune, Total, Dolj, Anul 2018, Tone, 6674
Prune, Total, Dolj, Anul 2019, Tone, 6064
Prune, Total, Dolj, Anul 2020, Tone, 5634
Prune, Total, Dolj, Anul 2021, Tone, 11211
Prune, Total, Dolj, Anul 2022, Tone, 8942
Prune, Total, Dolj, Anul 2023, Tone, 8594
Prune, Total, Dolj, Anul 2024, Tone, 7045
Prune, Total, Gorj, Anul 2000, Tone, 21648
Prune, Total, Gorj, Anul 2001, Tone, 27512
Prune, Total, Gorj, Anul 2002, Tone, 1966
Prune, Total, Gorj, Anul 2003, Tone, 19083
Prune, Total, Gorj, Anul 2004, Tone, 29219
Prune, Total, Gorj, Anul 2005, Tone, 10996
Prune, Total, Gorj, Anul 2006, Tone, 19854
Prune, Total, Gorj, Anul 2007, Tone, 17987
Prune, Total, Gorj, Anul 2008, Tone, 15519
Prune, Total, Gorj, Anul 2009, Tone, 25428
Prune, Total, Gorj, Anul 2010, Tone, 21448
Prune, Total, Gorj, Anul 2011, Tone, 18785
Prune, Total, Gorj, Anul 2012, Tone, 13995
Prune, Total, Gorj, Anul 2013, Tone, 24374
Prune, Total, Gorj, Anul 2014, Tone, 20680
Prune, Total, Gorj, Anul 2015, Tone, 22057
Prune, Total, Gorj, Anul 2016, Tone, 26731
Prune, Total, Gorj, Anul 2017, Tone, 20759
Prune, Total, Gorj, Anul 2018, Tone, 39620
Prune, Total, Gorj, Anul 2019, Tone, 34638
Prune, Total, Gorj, Anul 2020, Tone, 31642
Prune, Total, Gorj, Anul 2021, Tone, 33040
Prune, Total, Gorj, Anul 2022, Tone, 29016
Prune, Total, Gorj, Anul 2023, Tone, 28684
Prune, Total, Gorj, Anul 2024, Tone, 26345
Prune, Total, Mehedinti, Anul 2000, Tone, 10893
Prune, Total, Mehedinti, Anul 2001, Tone, 8381
Prune, Total, Mehedinti, Anul 2002, Tone, 5126
Prune, Total, Mehedinti, Anul 2003, Tone, 22142
Prune, Total, Mehedinti, Anul 2004, Tone, 17705
Prune, Total, Mehedinti, Anul 2005, Tone, 5718
Prune, Total, Mehedinti, Anul 2006, Tone, 14382
Prune, Total, Mehedinti, Anul 2007, Tone, 5362
Prune, Total, Mehedinti, Anul 2008, Tone, 8681
Prune, Total, Mehedinti, Anul 2009, Tone, 20683
Prune, Total, Mehedinti, Anul 2010, Tone, 24174
Prune, Total, Mehedinti, Anul 2011, Tone, 22045
Prune, Total, Mehedinti, Anul 2012, Tone, 15478
Prune, Total, Mehedinti, Anul 2013, Tone, 14614
Prune, Total, Mehedinti, Anul 2014, Tone, 19308
Prune, Total, Mehedinti, Anul 2015, Tone, 18420
Prune, Total, Mehedinti, Anul 2016, Tone, 23113
Prune, Total, Mehedinti, Anul 2017, Tone, 27168
Prune, Total, Mehedinti, Anul 2018, Tone, 35384
Prune, Total, Mehedinti, Anul 2019, Tone, 31389
Prune, Total, Mehedinti, Anul 2020, Tone, 35379
Prune, Total, Mehedinti, Anul 2021, Tone, 35479
Prune, Total, Mehedinti, Anul 2022, Tone, 25291
Prune, Total, Mehedinti, Anul 2023, Tone, 23727
Prune, Total, Mehedinti, Anul 2024, Tone, 22856
Prune, Total, Olt, Anul 2000, Tone, 21465
Prune, Total, Olt, Anul 2001, Tone, 22648
Prune, Total, Olt, Anul 2002, Tone, 3360
Prune, Total, Olt, Anul 2003, Tone, 26818
Prune, Total, Olt, Anul 2004, Tone, 30028
Prune, Total, Olt, Anul 2005, Tone, 21625
Prune, Total, Olt, Anul 2006, Tone, 27671
Prune, Total, Olt, Anul 2007, Tone, 16056
Prune, Total, Olt, Anul 2008, Tone, 26536
Prune, Total, Olt, Anul 2009, Tone, 30804
Prune, Total, Olt, Anul 2010, Tone, 31388
Prune, Total, Olt, Anul 2011, Tone, 34017
Prune, Total, Olt, Anul 2012, Tone, 24080
Prune, Total, Olt, Anul 2013, Tone, 28454
Prune, Total, Olt, Anul 2014, Tone, 22426
Prune, Total, Olt, Anul 2015, Tone, 27696
Prune, Total, Olt, Anul 2016, Tone, 27490
Prune, Total, Olt, Anul 2017, Tone, 24599
Prune, Total, Olt, Anul 2018, Tone, 41510
Prune, Total, Olt, Anul 2019, Tone, 38957
Prune, Total, Olt, Anul 2020, Tone, 39342
Prune, Total, Olt, Anul 2021, Tone, 43756
Prune, Total, Olt, Anul 2022, Tone, 35165
Prune, Total, Olt, Anul 2023, Tone, 34170
Prune, Total, Olt, Anul 2024, Tone, 32255
Prune, Total, Valcea, Anul 2000, Tone, 47308
Prune, Total, Valcea, Anul 2001, Tone, 65339
Prune, Total, Valcea, Anul 2002, Tone, 2512
Prune, Total, Valcea, Anul 2003, Tone, 70090
Prune, Total, Valcea, Anul 2004, Tone, 44613
Prune, Total, Valcea, Anul 2005, Tone, 26184
Prune, Total, Valcea, Anul 2006, Tone, 30654
Prune, Total, Valcea, Anul 2007, Tone, 42092
Prune, Total, Valcea, Anul 2008, Tone, 45431
Prune, Total, Valcea, Anul 2009, Tone, 37201
Prune, Total, Valcea, Anul 2010, Tone, 29755
Prune, Total, Valcea, Anul 2011, Tone, 50636
Prune, Total, Valcea, Anul 2012, Tone, 29761
Prune, Total, Valcea, Anul 2013, Tone, 48303
Prune, Total, Valcea, Anul 2014, Tone, 53833
Prune, Total, Valcea, Anul 2015, Tone, 46032
Prune, Total, Valcea, Anul 2016, Tone, 46598
Prune, Total, Valcea, Anul 2017, Tone, 43165
Prune, Total, Valcea, Anul 2018, Tone, 64569
Prune, Total, Valcea, Anul 2019, Tone, 60194
Prune, Total, Valcea, Anul 2020, Tone, 85365
Prune, Total, Valcea, Anul 2021, Tone, 81857
Prune, Total, Valcea, Anul 2022, Tone, 59822
Prune, Total, Valcea, Anul 2023, Tone, 57618
Prune, Total, Valcea, Anul 2024, Tone, 55115
Prune, Total, Arad, Anul 2000, Tone, 17305
Prune, Total, Arad, Anul 2001, Tone, 13059
Prune, Total, Arad, Anul 2002, Tone, 13131
Prune, Total, Arad, Anul 2003, Tone, 27255
Prune, Total, Arad, Anul 2004, Tone, 17931
Prune, Total, Arad, Anul 2005, Tone, 21923
Prune, Total, Arad, Anul 2006, Tone, 16444
Prune, Total, Arad, Anul 2007, Tone, 3992
Prune, Total, Arad, Anul 2008, Tone, 9610
Prune, Total, Arad, Anul 2009, Tone, 13854
Prune, Total, Arad, Anul 2010, Tone, 8880
Prune, Total, Arad, Anul 2011, Tone, 7561
Prune, Total, Arad, Anul 2012, Tone, 4108
Prune, Total, Arad, Anul 2013, Tone, 5169
Prune, Total, Arad, Anul 2014, Tone, 5709
Prune, Total, Arad, Anul 2015, Tone, 5182
Prune, Total, Arad, Anul 2016, Tone, 5101
Prune, Total, Arad, Anul 2017, Tone, 5508
Prune, Total, Arad, Anul 2018, Tone, 9730
Prune, Total, Arad, Anul 2019, Tone, 8461
Prune, Total, Arad, Anul 2020, Tone, 8979
Prune, Total, Arad, Anul 2021, Tone, 9065
Prune, Total, Arad, Anul 2022, Tone, 8109
Prune, Total, Arad, Anul 2023, Tone, 7080
Prune, Total, Arad, Anul 2024, Tone, 7179
Prune, Total, Caras-Severin, Anul 2000, Tone, 27776
Prune, Total, Caras-Severin, Anul 2001, Tone, 26564
Prune, Total, Caras-Severin, Anul 2002, Tone, 9036
Prune, Total, Caras-Severin, Anul 2003, Tone, 66309
Prune, Total, Caras-Severin, Anul 2004, Tone, 41190
Prune, Total, Caras-Severin, Anul 2005, Tone, 37615
Prune, Total, Caras-Severin, Anul 2006, Tone, 43173
Prune, Total, Caras-Severin, Anul 2007, Tone, 29781
Prune, Total, Caras-Severin, Anul 2008, Tone, 31690
Prune, Total, Caras-Severin, Anul 2009, Tone, 28363
Prune, Total, Caras-Severin, Anul 2010, Tone, 21791
Prune, Total, Caras-Severin, Anul 2011, Tone, 29279
Prune, Total, Caras-Severin, Anul 2012, Tone, 22896
Prune, Total, Caras-Severin, Anul 2013, Tone, 23685
Prune, Total, Caras-Severin, Anul 2014, Tone, 21970
Prune, Total, Caras-Severin, Anul 2015, Tone, 20504
Prune, Total, Caras-Severin, Anul 2016, Tone, 17799
Prune, Total, Caras-Severin, Anul 2017, Tone, 17700
Prune, Total, Caras-Severin, Anul 2018, Tone, 39575
Prune, Total, Caras-Severin, Anul 2019, Tone, 32965
Prune, Total, Caras-Severin, Anul 2020, Tone, 30118
Prune, Total, Caras-Severin, Anul 2021, Tone, 37357
Prune, Total, Caras-Severin, Anul 2022, Tone, 32325
Prune, Total, Caras-Severin, Anul 2023, Tone, 31796
