Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Kg/ pom, Valoare
Cirese si visine, Total, Galati, Anul 2011, Kilograme, 15
Cirese si visine, Total, Galati, Anul 2012, Kilograme, 14
Cirese si visine, Total, Galati, Anul 2013, Kilograme, 15
Cirese si visine, Total, Galati, Anul 2014, Kilograme, 16
Cirese si visine, Total, Galati, Anul 2015, Kilograme, 15
Cirese si visine, Total, Galati, Anul 2016, Kilograme, 18
Cirese si visine, Total, Galati, Anul 2017, Kilograme, 13
Cirese si visine, Total, Galati, Anul 2018, Kilograme, 17
Cirese si visine, Total, Galati, Anul 2019, Kilograme, 16
Cirese si visine, Total, Galati, Anul 2020, Kilograme, 15
Cirese si visine, Total, Galati, Anul 2021, Kilograme, 16
Cirese si visine, Total, Galati, Anul 2022, Kilograme, 16
Cirese si visine, Total, Galati, Anul 2023, Kilograme, 11
Cirese si visine, Total, Galati, Anul 2024, Kilograme, 11
Cirese si visine, Total, Tulcea, Anul 2000, Kilograme, 3
Cirese si visine, Total, Tulcea, Anul 2001, Kilograme, 7
Cirese si visine, Total, Tulcea, Anul 2002, Kilograme, 10
Cirese si visine, Total, Tulcea, Anul 2003, Kilograme, 14
Cirese si visine, Total, Tulcea, Anul 2004, Kilograme, 1
Cirese si visine, Total, Tulcea, Anul 2005, Kilograme, 12
Cirese si visine, Total, Tulcea, Anul 2006, Kilograme, 19
Cirese si visine, Total, Tulcea, Anul 2007, Kilograme, 3
Cirese si visine, Total, Tulcea, Anul 2008, Kilograme, 40
Cirese si visine, Total, Tulcea, Anul 2009, Kilograme, 9
Cirese si visine, Total, Tulcea, Anul 2010, Kilograme, 17
Cirese si visine, Total, Tulcea, Anul 2011, Kilograme, 5
Cirese si visine, Total, Tulcea, Anul 2012, Kilograme, 6
Cirese si visine, Total, Tulcea, Anul 2013, Kilograme, 6
Cirese si visine, Total, Tulcea, Anul 2014, Kilograme, 6
Cirese si visine, Total, Tulcea, Anul 2015, Kilograme, 5
Cirese si visine, Total, Tulcea, Anul 2016, Kilograme, 14
Cirese si visine, Total, Tulcea, Anul 2017, Kilograme, 10
Cirese si visine, Total, Tulcea, Anul 2018, Kilograme, 6
Cirese si visine, Total, Tulcea, Anul 2019, Kilograme, 19
Cirese si visine, Total, Tulcea, Anul 2020, Kilograme, 17
Cirese si visine, Total, Tulcea, Anul 2021, Kilograme, 15
Cirese si visine, Total, Tulcea, Anul 2022, Kilograme, 6
Cirese si visine, Total, Tulcea, Anul 2023, Kilograme, 6
Cirese si visine, Total, Tulcea, Anul 2024, Kilograme, 5
Cirese si visine, Total, Vrancea, Anul 2000, Kilograme, 13
Cirese si visine, Total, Vrancea, Anul 2001, Kilograme, 16
Cirese si visine, Total, Vrancea, Anul 2002, Kilograme, 8
Cirese si visine, Total, Vrancea, Anul 2003, Kilograme, 12
Cirese si visine, Total, Vrancea, Anul 2004, Kilograme, 4
Cirese si visine, Total, Vrancea, Anul 2005, Kilograme, 21
Cirese si visine, Total, Vrancea, Anul 2006, Kilograme, 16
Cirese si visine, Total, Vrancea, Anul 2007, Kilograme, 9
Cirese si visine, Total, Vrancea, Anul 2008, Kilograme, 13
Cirese si visine, Total, Vrancea, Anul 2009, Kilograme, 15
Cirese si visine, Total, Vrancea, Anul 2010, Kilograme, 13
Cirese si visine, Total, Vrancea, Anul 2011, Kilograme, 16
Cirese si visine, Total, Vrancea, Anul 2012, Kilograme, 19
Cirese si visine, Total, Vrancea, Anul 2013, Kilograme, 22
Cirese si visine, Total, Vrancea, Anul 2014, Kilograme, 21
Cirese si visine, Total, Vrancea, Anul 2015, Kilograme, 19
Cirese si visine, Total, Vrancea, Anul 2016, Kilograme, 18
Cirese si visine, Total, Vrancea, Anul 2017, Kilograme, 15
Cirese si visine, Total, Vrancea, Anul 2018, Kilograme, 20
Cirese si visine, Total, Vrancea, Anul 2019, Kilograme, 17
Cirese si visine, Total, Vrancea, Anul 2020, Kilograme, 16
Cirese si visine, Total, Vrancea, Anul 2021, Kilograme, 16
Cirese si visine, Total, Vrancea, Anul 2022, Kilograme, 13
Cirese si visine, Total, Vrancea, Anul 2023, Kilograme, 13
Cirese si visine, Total, Vrancea, Anul 2024, Kilograme, 12
Cirese si visine, Total, Arges, Anul 2000, Kilograme, 9
Cirese si visine, Total, Arges, Anul 2001, Kilograme, 9
Cirese si visine, Total, Arges, Anul 2002, Kilograme, 4
Cirese si visine, Total, Arges, Anul 2003, Kilograme, 10
Cirese si visine, Total, Arges, Anul 2004, Kilograme, 6
Cirese si visine, Total, Arges, Anul 2005, Kilograme, 17
Cirese si visine, Total, Arges, Anul 2006, Kilograme, 13
Cirese si visine, Total, Arges, Anul 2007, Kilograme, 35
Cirese si visine, Total, Arges, Anul 2008, Kilograme, 18
Cirese si visine, Total, Arges, Anul 2009, Kilograme, 10
Cirese si visine, Total, Arges, Anul 2010, Kilograme, 14
Cirese si visine, Total, Arges, Anul 2011, Kilograme, 16
Cirese si visine, Total, Arges, Anul 2012, Kilograme, 13
Cirese si visine, Total, Arges, Anul 2013, Kilograme, 19
Cirese si visine, Total, Arges, Anul 2014, Kilograme, 22
Cirese si visine, Total, Arges, Anul 2015, Kilograme, 21
Cirese si visine, Total, Arges, Anul 2016, Kilograme, 20
Cirese si visine, Total, Arges, Anul 2017, Kilograme, 18
Cirese si visine, Total, Arges, Anul 2018, Kilograme, 24
Cirese si visine, Total, Arges, Anul 2019, Kilograme, 20
Cirese si visine, Total, Arges, Anul 2020, Kilograme, 13
Cirese si visine, Total, Arges, Anul 2021, Kilograme, 19
Cirese si visine, Total, Arges, Anul 2022, Kilograme, 16
Cirese si visine, Total, Arges, Anul 2023, Kilograme, 15
Cirese si visine, Total, Arges, Anul 2024, Kilograme, 14
Cirese si visine, Total, Calarasi, Anul 2000, Kilograme, 10
Cirese si visine, Total, Calarasi, Anul 2001, Kilograme, 22
Cirese si visine, Total, Calarasi, Anul 2002, Kilograme, 10
Cirese si visine, Total, Calarasi, Anul 2003, Kilograme, 18
Cirese si visine, Total, Calarasi, Anul 2004, Kilograme, 2
Cirese si visine, Total, Calarasi, Anul 2005, Kilograme, 8
Cirese si visine, Total, Calarasi, Anul 2006, Kilograme, 12
Cirese si visine, Total, Calarasi, Anul 2007, Kilograme, 4
Cirese si visine, Total, Calarasi, Anul 2008, Kilograme, 11
Cirese si visine, Total, Calarasi, Anul 2009, Kilograme, 11
Cirese si visine, Total, Calarasi, Anul 2010, Kilograme, 8
Cirese si visine, Total, Calarasi, Anul 2011, Kilograme, 9
Cirese si visine, Total, Calarasi, Anul 2012, Kilograme, 12
Cirese si visine, Total, Calarasi, Anul 2013, Kilograme, 11
Cirese si visine, Total, Calarasi, Anul 2014, Kilograme, 9
Cirese si visine, Total, Calarasi, Anul 2015, Kilograme, 8
Cirese si visine, Total, Calarasi, Anul 2016, Kilograme, 10
Cirese si visine, Total, Calarasi, Anul 2017, Kilograme, 12
Cirese si visine, Total, Calarasi, Anul 2018, Kilograme, 12
Cirese si visine, Total, Calarasi, Anul 2019, Kilograme, 12
Cirese si visine, Total, Calarasi, Anul 2020, Kilograme, 6
Cirese si visine, Total, Calarasi, Anul 2021, Kilograme, 5
Cirese si visine, Total, Calarasi, Anul 2022, Kilograme, 5
Cirese si visine, Total, Calarasi, Anul 2023, Kilograme, 4
Cirese si visine, Total, Calarasi, Anul 2024, Kilograme, 4
Cirese si visine, Total, Dambovita, Anul 2000, Kilograme, 9
Cirese si visine, Total, Dambovita, Anul 2001, Kilograme, 14
Cirese si visine, Total, Dambovita, Anul 2002, Kilograme, 8
Cirese si visine, Total, Dambovita, Anul 2003, Kilograme, 19
Cirese si visine, Total, Dambovita, Anul 2004, Kilograme, 18
Cirese si visine, Total, Dambovita, Anul 2005, Kilograme, 21
Cirese si visine, Total, Dambovita, Anul 2006, Kilograme, 19
Cirese si visine, Total, Dambovita, Anul 2007, Kilograme, 55
Cirese si visine, Total, Dambovita, Anul 2008, Kilograme, 18
Cirese si visine, Total, Dambovita, Anul 2009, Kilograme, 17
Cirese si visine, Total, Dambovita, Anul 2010, Kilograme, 18
Cirese si visine, Total, Dambovita, Anul 2011, Kilograme, 19
Cirese si visine, Total, Dambovita, Anul 2012, Kilograme, 19
Cirese si visine, Total, Dambovita, Anul 2013, Kilograme, 22
Cirese si visine, Total, Dambovita, Anul 2014, Kilograme, 23
Cirese si visine, Total, Dambovita, Anul 2015, Kilograme, 20
Cirese si visine, Total, Dambovita, Anul 2016, Kilograme, 20
Cirese si visine, Total, Dambovita, Anul 2017, Kilograme, 16
Cirese si visine, Total, Dambovita, Anul 2018, Kilograme, 29
Cirese si visine, Total, Dambovita, Anul 2019, Kilograme, 24
Cirese si visine, Total, Dambovita, Anul 2020, Kilograme, 23
Cirese si visine, Total, Dambovita, Anul 2021, Kilograme, 24
Cirese si visine, Total, Dambovita, Anul 2022, Kilograme, 20
Cirese si visine, Total, Dambovita, Anul 2023, Kilograme, 25
Cirese si visine, Total, Dambovita, Anul 2024, Kilograme, 19
Cirese si visine, Total, Giurgiu, Anul 2000, Kilograme, 16
Cirese si visine, Total, Giurgiu, Anul 2001, Kilograme, 20
Cirese si visine, Total, Giurgiu, Anul 2002, Kilograme, 8
Cirese si visine, Total, Giurgiu, Anul 2003, Kilograme, 11
Cirese si visine, Total, Giurgiu, Anul 2004, Kilograme, 7
Cirese si visine, Total, Giurgiu, Anul 2005, Kilograme, 10
Cirese si visine, Total, Giurgiu, Anul 2006, Kilograme, 13
Cirese si visine, Total, Giurgiu, Anul 2007, Kilograme, 6
Cirese si visine, Total, Giurgiu, Anul 2008, Kilograme, 14
Cirese si visine, Total, Giurgiu, Anul 2009, Kilograme, 16
Cirese si visine, Total, Giurgiu, Anul 2010, Kilograme, 14
Cirese si visine, Total, Giurgiu, Anul 2011, Kilograme, 15
Cirese si visine, Total, Giurgiu, Anul 2012, Kilograme, 10
Cirese si visine, Total, Giurgiu, Anul 2013, Kilograme, 12
Cirese si visine, Total, Giurgiu, Anul 2014, Kilograme, 16
Cirese si visine, Total, Giurgiu, Anul 2015, Kilograme, 16
Cirese si visine, Total, Giurgiu, Anul 2016, Kilograme, 16
Cirese si visine, Total, Giurgiu, Anul 2017, Kilograme, 12
Cirese si visine, Total, Giurgiu, Anul 2018, Kilograme, 19
Cirese si visine, Total, Giurgiu, Anul 2019, Kilograme, 17
Cirese si visine, Total, Giurgiu, Anul 2020, Kilograme, 16
Cirese si visine, Total, Giurgiu, Anul 2021, Kilograme, 18
Cirese si visine, Total, Giurgiu, Anul 2022, Kilograme, 16
Cirese si visine, Total, Giurgiu, Anul 2023, Kilograme, 13
Cirese si visine, Total, Giurgiu, Anul 2024, Kilograme, 13
Cirese si visine, Total, Ialomita, Anul 2000, Kilograme, 11
Cirese si visine, Total, Ialomita, Anul 2001, Kilograme, 6
Cirese si visine, Total, Ialomita, Anul 2002, Kilograme, 2
Cirese si visine, Total, Ialomita, Anul 2003, Kilograme, 5
Cirese si visine, Total, Ialomita, Anul 2004, Kilograme, 3
Cirese si visine, Total, Ialomita, Anul 2005, Kilograme, 15
Cirese si visine, Total, Ialomita, Anul 2006, Kilograme, 14
Cirese si visine, Total, Ialomita, Anul 2007, Kilograme, 3
Cirese si visine, Total, Ialomita, Anul 2008, Kilograme, 10
Cirese si visine, Total, Ialomita, Anul 2009, Kilograme, 10
Cirese si visine, Total, Ialomita, Anul 2010, Kilograme, 13
Cirese si visine, Total, Ialomita, Anul 2011, Kilograme, 17
Cirese si visine, Total, Ialomita, Anul 2012, Kilograme, 15
Cirese si visine, Total, Ialomita, Anul 2013, Kilograme, 17
Cirese si visine, Total, Ialomita, Anul 2014, Kilograme, 18
Cirese si visine, Total, Ialomita, Anul 2015, Kilograme, 14
Cirese si visine, Total, Ialomita, Anul 2016, Kilograme, 10
Cirese si visine, Total, Ialomita, Anul 2017, Kilograme, 11
Cirese si visine, Total, Ialomita, Anul 2018, Kilograme, 13
Cirese si visine, Total, Ialomita, Anul 2019, Kilograme, 10
Cirese si visine, Total, Ialomita, Anul 2020, Kilograme, 9
Cirese si visine, Total, Ialomita, Anul 2021, Kilograme, 10
Cirese si visine, Total, Ialomita, Anul 2022, Kilograme, 9
Cirese si visine, Total, Ialomita, Anul 2023, Kilograme, 6
Cirese si visine, Total, Ialomita, Anul 2024, Kilograme, 8
Cirese si visine, Total, Prahova, Anul 2000, Kilograme, 10
Cirese si visine, Total, Prahova, Anul 2001, Kilograme, 13
Cirese si visine, Total, Prahova, Anul 2002, Kilograme, 8
Cirese si visine, Total, Prahova, Anul 2003, Kilograme, 16
Cirese si visine, Total, Prahova, Anul 2004, Kilograme, 4
Cirese si visine, Total, Prahova, Anul 2005, Kilograme, 12
Cirese si visine, Total, Prahova, Anul 2006, Kilograme, 18
Cirese si visine, Total, Prahova, Anul 2007, Kilograme, 8
Cirese si visine, Total, Prahova, Anul 2008, Kilograme, 9
Cirese si visine, Total, Prahova, Anul 2009, Kilograme, 10
Cirese si visine, Total, Prahova, Anul 2010, Kilograme, 7
Cirese si visine, Total, Prahova, Anul 2011, Kilograme, 11
Cirese si visine, Total, Prahova, Anul 2012, Kilograme, 9
Cirese si visine, Total, Prahova, Anul 2013, Kilograme, 9
Cirese si visine, Total, Prahova, Anul 2014, Kilograme, 10
Cirese si visine, Total, Prahova, Anul 2015, Kilograme, 8
Cirese si visine, Total, Prahova, Anul 2016, Kilograme, 8
Cirese si visine, Total, Prahova, Anul 2017, Kilograme, 7
Cirese si visine, Total, Prahova, Anul 2018, Kilograme, 11
Cirese si visine, Total, Prahova, Anul 2019, Kilograme, 10
Cirese si visine, Total, Prahova, Anul 2020, Kilograme, 12
Cirese si visine, Total, Prahova, Anul 2021, Kilograme, 15
Cirese si visine, Total, Prahova, Anul 2022, Kilograme, 11
Cirese si visine, Total, Prahova, Anul 2023, Kilograme, 10
Cirese si visine, Total, Prahova, Anul 2024, Kilograme, 8
Cirese si visine, Total, Teleorman, Anul 2000, Kilograme, 10
Cirese si visine, Total, Teleorman, Anul 2001, Kilograme, 11
Cirese si visine, Total, Teleorman, Anul 2002, Kilograme, 9
Cirese si visine, Total, Teleorman, Anul 2003, Kilograme, 12
Cirese si visine, Total, Teleorman, Anul 2004, Kilograme, 1
Cirese si visine, Total, Teleorman, Anul 2005, Kilograme, 16
Cirese si visine, Total, Teleorman, Anul 2006, Kilograme, 12
Cirese si visine, Total, Teleorman, Anul 2007, Kilograme, 6
Cirese si visine, Total, Teleorman, Anul 2008, Kilograme, 10
Cirese si visine, Total, Teleorman, Anul 2009, Kilograme, 10
Cirese si visine, Total, Teleorman, Anul 2010, Kilograme, 12
Cirese si visine, Total, Teleorman, Anul 2011, Kilograme, 13
Cirese si visine, Total, Teleorman, Anul 2012, Kilograme, 13
Cirese si visine, Total, Teleorman, Anul 2013, Kilograme, 13
Cirese si visine, Total, Teleorman, Anul 2014, Kilograme, 12
Cirese si visine, Total, Teleorman, Anul 2015, Kilograme, 12
Cirese si visine, Total, Teleorman, Anul 2016, Kilograme, 12
Cirese si visine, Total, Teleorman, Anul 2017, Kilograme, 8
Cirese si visine, Total, Teleorman, Anul 2018, Kilograme, 16
Cirese si visine, Total, Teleorman, Anul 2019, Kilograme, 15
Cirese si visine, Total, Teleorman, Anul 2020, Kilograme, 14
Cirese si visine, Total, Teleorman, Anul 2021, Kilograme, 15
Cirese si visine, Total, Teleorman, Anul 2022, Kilograme, 14
Cirese si visine, Total, Teleorman, Anul 2023, Kilograme, 2
Cirese si visine, Total, Teleorman, Anul 2024, Kilograme, 12
Cirese si visine, Total, Ilfov, Anul 2000, Kilograme, 9
Cirese si visine, Total, Ilfov, Anul 2001, Kilograme, 12
Cirese si visine, Total, Ilfov, Anul 2002, Kilograme, 8
Cirese si visine, Total, Ilfov, Anul 2003, Kilograme, 11
Cirese si visine, Total, Ilfov, Anul 2004, Kilograme, 13
Cirese si visine, Total, Ilfov, Anul 2005, Kilograme, 7
Cirese si visine, Total, Ilfov, Anul 2006, Kilograme, 17
Cirese si visine, Total, Ilfov, Anul 2007, Kilograme, 5
Cirese si visine, Total, Ilfov, Anul 2008, Kilograme, 19
Cirese si visine, Total, Ilfov, Anul 2009, Kilograme, 12
Cirese si visine, Total, Ilfov, Anul 2010, Kilograme, 12
Cirese si visine, Total, Ilfov, Anul 2011, Kilograme, 15
Cirese si visine, Total, Ilfov, Anul 2012, Kilograme, 16
Cirese si visine, Total, Ilfov, Anul 2013, Kilograme, 19
Cirese si visine, Total, Ilfov, Anul 2014, Kilograme, 18
Cirese si visine, Total, Ilfov, Anul 2015, Kilograme, 17
Cirese si visine, Total, Ilfov, Anul 2016, Kilograme, 16
Cirese si visine, Total, Ilfov, Anul 2017, Kilograme, 14
Cirese si visine, Total, Ilfov, Anul 2018, Kilograme, 18
Cirese si visine, Total, Ilfov, Anul 2019, Kilograme, 12
Cirese si visine, Total, Ilfov, Anul 2020, Kilograme, 12
Cirese si visine, Total, Ilfov, Anul 2021, Kilograme, 9
Cirese si visine, Total, Ilfov, Anul 2022, Kilograme, 5
Cirese si visine, Total, Ilfov, Anul 2023, Kilograme, 5
Cirese si visine, Total, Ilfov, Anul 2024, Kilograme, 6
Cirese si visine, Total, Municipiul Bucuresti, Anul 2000, Kilograme, 4
Cirese si visine, Total, Municipiul Bucuresti, Anul 2001, Kilograme, 12
Cirese si visine, Total, Municipiul Bucuresti, Anul 2002, Kilograme, 1
Cirese si visine, Total, Municipiul Bucuresti, Anul 2003, Kilograme, 2
Cirese si visine, Total, Municipiul Bucuresti, Anul 2004, Kilograme, 1
Cirese si visine, Total, Municipiul Bucuresti, Anul 2005, Kilograme, 17
Cirese si visine, Total, Municipiul Bucuresti, Anul 2006, Kilograme, 15
Cirese si visine, Total, Municipiul Bucuresti, Anul 2007, Kilograme, 6
Cirese si visine, Total, Municipiul Bucuresti, Anul 2008, Kilograme, 7
Cirese si visine, Total, Municipiul Bucuresti, Anul 2009, Kilograme, 11
Cirese si visine, Total, Municipiul Bucuresti, Anul 2010, Kilograme, 10
Cirese si visine, Total, Municipiul Bucuresti, Anul 2011, Kilograme, 5
Cirese si visine, Total, Municipiul Bucuresti, Anul 2012, Kilograme, 10
Cirese si visine, Total, Municipiul Bucuresti, Anul 2013, Kilograme, 14
Cirese si visine, Total, Municipiul Bucuresti, Anul 2014, Kilograme, 15
Cirese si visine, Total, Municipiul Bucuresti, Anul 2015, Kilograme, 14
Cirese si visine, Total, Municipiul Bucuresti, Anul 2016, Kilograme, 14
Cirese si visine, Total, Municipiul Bucuresti, Anul 2022, Kilograme, 14
Cirese si visine, Total, Municipiul Bucuresti, Anul 2023, Kilograme, 0
Cirese si visine, Total, Municipiul Bucuresti, Anul 2024, Kilograme, 10
Cirese si visine, Total, Dolj, Anul 2000, Kilograme, 6
Cirese si visine, Total, Dolj, Anul 2001, Kilograme, 10
Cirese si visine, Total, Dolj, Anul 2002, Kilograme, 1
Cirese si visine, Total, Dolj, Anul 2003, Kilograme, 24
Cirese si visine, Total, Dolj, Anul 2004, Kilograme, 1
Cirese si visine, Total, Dolj, Anul 2005, Kilograme, 12
Cirese si visine, Total, Dolj, Anul 2006, Kilograme, 22
Cirese si visine, Total, Dolj, Anul 2007, Kilograme, 20
Cirese si visine, Total, Dolj, Anul 2008, Kilograme, 10
Cirese si visine, Total, Dolj, Anul 2009, Kilograme, 13
Cirese si visine, Total, Dolj, Anul 2010, Kilograme, 11
Cirese si visine, Total, Dolj, Anul 2011, Kilograme, 11
Cirese si visine, Total, Dolj, Anul 2012, Kilograme, 8
Cirese si visine, Total, Dolj, Anul 2013, Kilograme, 15
Cirese si visine, Total, Dolj, Anul 2014, Kilograme, 15
Cirese si visine, Total, Dolj, Anul 2015, Kilograme, 14
Cirese si visine, Total, Dolj, Anul 2016, Kilograme, 14
Cirese si visine, Total, Dolj, Anul 2017, Kilograme, 13
Cirese si visine, Total, Dolj, Anul 2018, Kilograme, 16
Cirese si visine, Total, Dolj, Anul 2019, Kilograme, 16
Cirese si visine, Total, Dolj, Anul 2020, Kilograme, 15
Cirese si visine, Total, Dolj, Anul 2021, Kilograme, 17
Cirese si visine, Total, Dolj, Anul 2022, Kilograme, 15
Cirese si visine, Total, Dolj, Anul 2023, Kilograme, 15
Cirese si visine, Total, Dolj, Anul 2024, Kilograme, 14
Cirese si visine, Total, Gorj, Anul 2000, Kilograme, 10
Cirese si visine, Total, Gorj, Anul 2001, Kilograme, 11
Cirese si visine, Total, Gorj, Anul 2002, Kilograme, 3
Cirese si visine, Total, Gorj, Anul 2003, Kilograme, 10
Cirese si visine, Total, Gorj, Anul 2004, Kilograme, 5
Cirese si visine, Total, Gorj, Anul 2005, Kilograme, 11
Cirese si visine, Total, Gorj, Anul 2006, Kilograme, 12
Cirese si visine, Total, Gorj, Anul 2007, Kilograme, 8
Cirese si visine, Total, Gorj, Anul 2008, Kilograme, 12
Cirese si visine, Total, Gorj, Anul 2009, Kilograme, 9
Cirese si visine, Total, Gorj, Anul 2010, Kilograme, 14
Cirese si visine, Total, Gorj, Anul 2011, Kilograme, 16
Cirese si visine, Total, Gorj, Anul 2012, Kilograme, 14
Cirese si visine, Total, Gorj, Anul 2013, Kilograme, 15
Cirese si visine, Total, Gorj, Anul 2014, Kilograme, 16
Cirese si visine, Total, Gorj, Anul 2015, Kilograme, 16
Cirese si visine, Total, Gorj, Anul 2016, Kilograme, 15
Cirese si visine, Total, Gorj, Anul 2017, Kilograme, 12
Cirese si visine, Total, Gorj, Anul 2018, Kilograme, 19
Cirese si visine, Total, Gorj, Anul 2019, Kilograme, 17
Cirese si visine, Total, Gorj, Anul 2020, Kilograme, 16
Cirese si visine, Total, Gorj, Anul 2021, Kilograme, 16
Cirese si visine, Total, Gorj, Anul 2022, Kilograme, 13
Cirese si visine, Total, Gorj, Anul 2023, Kilograme, 13
Cirese si visine, Total, Gorj, Anul 2024, Kilograme, 12
Cirese si visine, Total, Mehedinti, Anul 2000, Kilograme, 2
Cirese si visine, Total, Mehedinti, Anul 2001, Kilograme, 3
Cirese si visine, Total, Mehedinti, Anul 2002, Kilograme, 3
Cirese si visine, Total, Mehedinti, Anul 2003, Kilograme, 7
Cirese si visine, Total, Mehedinti, Anul 2004, Kilograme, 13
Cirese si visine, Total, Mehedinti, Anul 2005, Kilograme, 10
Cirese si visine, Total, Mehedinti, Anul 2006, Kilograme, 16
Cirese si visine, Total, Mehedinti, Anul 2007, Kilograme, 12
Cirese si visine, Total, Mehedinti, Anul 2008, Kilograme, 11
Cirese si visine, Total, Mehedinti, Anul 2009, Kilograme, 11
Cirese si visine, Total, Mehedinti, Anul 2010, Kilograme, 10
Cirese si visine, Total, Mehedinti, Anul 2011, Kilograme, 13
Cirese si visine, Total, Mehedinti, Anul 2012, Kilograme, 12
Cirese si visine, Total, Mehedinti, Anul 2013, Kilograme, 15
Cirese si visine, Total, Mehedinti, Anul 2014, Kilograme, 17
Cirese si visine, Total, Mehedinti, Anul 2015, Kilograme, 16
Cirese si visine, Total, Mehedinti, Anul 2016, Kilograme, 16
Cirese si visine, Total, Mehedinti, Anul 2017, Kilograme, 13
Cirese si visine, Total, Mehedinti, Anul 2018, Kilograme, 19
Cirese si visine, Total, Mehedinti, Anul 2019, Kilograme, 18
Cirese si visine, Total, Mehedinti, Anul 2020, Kilograme, 19
Cirese si visine, Total, Mehedinti, Anul 2021, Kilograme, 19
Cirese si visine, Total, Mehedinti, Anul 2022, Kilograme, 15
Cirese si visine, Total, Mehedinti, Anul 2023, Kilograme, 15
Cirese si visine, Total, Mehedinti, Anul 2024, Kilograme, 14
Cirese si visine, Total, Olt, Anul 2000, Kilograme, 9
Cirese si visine, Total, Olt, Anul 2001, Kilograme, 12
Cirese si visine, Total, Olt, Anul 2002, Kilograme, 4
Cirese si visine, Total, Olt, Anul 2003, Kilograme, 8
Cirese si visine, Total, Olt, Anul 2004, Kilograme, 1
Cirese si visine, Total, Olt, Anul 2005, Kilograme, 13
Cirese si visine, Total, Olt, Anul 2006, Kilograme, 10
Cirese si visine, Total, Olt, Anul 2007, Kilograme, 10
Cirese si visine, Total, Olt, Anul 2008, Kilograme, 10
Cirese si visine, Total, Olt, Anul 2009, Kilograme, 10
Cirese si visine, Total, Olt, Anul 2010, Kilograme, 12
Cirese si visine, Total, Olt, Anul 2011, Kilograme, 13
Cirese si visine, Total, Olt, Anul 2012, Kilograme, 10
Cirese si visine, Total, Olt, Anul 2013, Kilograme, 10
Cirese si visine, Total, Olt, Anul 2014, Kilograme, 13
Cirese si visine, Total, Olt, Anul 2015, Kilograme, 11
Cirese si visine, Total, Olt, Anul 2016, Kilograme, 11
Cirese si visine, Total, Olt, Anul 2017, Kilograme, 8
Cirese si visine, Total, Olt, Anul 2018, Kilograme, 17
Cirese si visine, Total, Olt, Anul 2019, Kilograme, 15
Cirese si visine, Total, Olt, Anul 2020, Kilograme, 14
Cirese si visine, Total, Olt, Anul 2021, Kilograme, 14
Cirese si visine, Total, Olt, Anul 2022, Kilograme, 11
Cirese si visine, Total, Olt, Anul 2023, Kilograme, 11
Cirese si visine, Total, Olt, Anul 2024, Kilograme, 11
Cirese si visine, Total, Valcea, Anul 2000, Kilograme, 10
Cirese si visine, Total, Valcea, Anul 2001, Kilograme, 12
Cirese si visine, Total, Valcea, Anul 2002, Kilograme, 5
Cirese si visine, Total, Valcea, Anul 2003, Kilograme, 16
Cirese si visine, Total, Valcea, Anul 2004, Kilograme, 5
Cirese si visine, Total, Valcea, Anul 2005, Kilograme, 15
Cirese si visine, Total, Valcea, Anul 2006, Kilograme, 10
Cirese si visine, Total, Valcea, Anul 2007, Kilograme, 12
Cirese si visine, Total, Valcea, Anul 2008, Kilograme, 12
Cirese si visine, Total, Valcea, Anul 2009, Kilograme, 12
Cirese si visine, Total, Valcea, Anul 2010, Kilograme, 11
Cirese si visine, Total, Valcea, Anul 2011, Kilograme, 15
Cirese si visine, Total, Valcea, Anul 2012, Kilograme, 14
Cirese si visine, Total, Valcea, Anul 2013, Kilograme, 16
Cirese si visine, Total, Valcea, Anul 2014, Kilograme, 16
Cirese si visine, Total, Valcea, Anul 2015, Kilograme, 15
Cirese si visine, Total, Valcea, Anul 2016, Kilograme, 15
Cirese si visine, Total, Valcea, Anul 2017, Kilograme, 10
Cirese si visine, Total, Valcea, Anul 2018, Kilograme, 17
Cirese si visine, Total, Valcea, Anul 2019, Kilograme, 16
Cirese si visine, Total, Valcea, Anul 2020, Kilograme, 14
Cirese si visine, Total, Valcea, Anul 2021, Kilograme, 14
Cirese si visine, Total, Valcea, Anul 2022, Kilograme, 12
Cirese si visine, Total, Valcea, Anul 2023, Kilograme, 11
Cirese si visine, Total, Valcea, Anul 2024, Kilograme, 11
Cirese si visine, Total, Arad, Anul 2000, Kilograme, 9
Cirese si visine, Total, Arad, Anul 2001, Kilograme, 6
Cirese si visine, Total, Arad, Anul 2002, Kilograme, 6
Cirese si visine, Total, Arad, Anul 2003, Kilograme, 11
Cirese si visine, Total, Arad, Anul 2004, Kilograme, 1
Cirese si visine, Total, Arad, Anul 2005, Kilograme, 10
Cirese si visine, Total, Arad, Anul 2006, Kilograme, 21
Cirese si visine, Total, Arad, Anul 2007, Kilograme, 7
Cirese si visine, Total, Arad, Anul 2008, Kilograme, 10
Cirese si visine, Total, Arad, Anul 2009, Kilograme, 9
Cirese si visine, Total, Arad, Anul 2010, Kilograme, 11
Cirese si visine, Total, Arad, Anul 2011, Kilograme, 6
Cirese si visine, Total, Arad, Anul 2012, Kilograme, 5
Cirese si visine, Total, Arad, Anul 2013, Kilograme, 14
Cirese si visine, Total, Arad, Anul 2014, Kilograme, 14
Cirese si visine, Total, Arad, Anul 2015, Kilograme, 13
