Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Kg/ pom, Valoare
Cirese si visine, Total, Arad, Anul 2016, Kilograme, 14
Cirese si visine, Total, Arad, Anul 2017, Kilograme, 12
Cirese si visine, Total, Arad, Anul 2018, Kilograme, 15
Cirese si visine, Total, Arad, Anul 2019, Kilograme, 14
Cirese si visine, Total, Arad, Anul 2020, Kilograme, 17
Cirese si visine, Total, Arad, Anul 2021, Kilograme, 15
Cirese si visine, Total, Arad, Anul 2022, Kilograme, 14
Cirese si visine, Total, Arad, Anul 2023, Kilograme, 10
Cirese si visine, Total, Arad, Anul 2024, Kilograme, 8
Cirese si visine, Total, Caras-Severin, Anul 2000, Kilograme, 10
Cirese si visine, Total, Caras-Severin, Anul 2001, Kilograme, 11
Cirese si visine, Total, Caras-Severin, Anul 2002, Kilograme, 2
Cirese si visine, Total, Caras-Severin, Anul 2003, Kilograme, 11
Cirese si visine, Total, Caras-Severin, Anul 2004, Kilograme, 9
Cirese si visine, Total, Caras-Severin, Anul 2005, Kilograme, 12
Cirese si visine, Total, Caras-Severin, Anul 2006, Kilograme, 9
Cirese si visine, Total, Caras-Severin, Anul 2007, Kilograme, 5
Cirese si visine, Total, Caras-Severin, Anul 2008, Kilograme, 10
Cirese si visine, Total, Caras-Severin, Anul 2009, Kilograme, 8
Cirese si visine, Total, Caras-Severin, Anul 2010, Kilograme, 10
Cirese si visine, Total, Caras-Severin, Anul 2011, Kilograme, 13
Cirese si visine, Total, Caras-Severin, Anul 2012, Kilograme, 13
Cirese si visine, Total, Caras-Severin, Anul 2013, Kilograme, 18
Cirese si visine, Total, Caras-Severin, Anul 2014, Kilograme, 18
Cirese si visine, Total, Caras-Severin, Anul 2015, Kilograme, 15
Cirese si visine, Total, Caras-Severin, Anul 2016, Kilograme, 15
Cirese si visine, Total, Caras-Severin, Anul 2017, Kilograme, 12
Cirese si visine, Total, Caras-Severin, Anul 2018, Kilograme, 19
Cirese si visine, Total, Caras-Severin, Anul 2019, Kilograme, 17
Cirese si visine, Total, Caras-Severin, Anul 2020, Kilograme, 16
Cirese si visine, Total, Caras-Severin, Anul 2021, Kilograme, 16
Cirese si visine, Total, Caras-Severin, Anul 2022, Kilograme, 14
Cirese si visine, Total, Caras-Severin, Anul 2023, Kilograme, 14
Cirese si visine, Total, Caras-Severin, Anul 2024, Kilograme, 12
Cirese si visine, Total, Hunedoara, Anul 2000, Kilograme, 8
Cirese si visine, Total, Hunedoara, Anul 2001, Kilograme, 9
Cirese si visine, Total, Hunedoara, Anul 2002, Kilograme, 9
Cirese si visine, Total, Hunedoara, Anul 2003, Kilograme, 10
Cirese si visine, Total, Hunedoara, Anul 2004, Kilograme, 7
Cirese si visine, Total, Hunedoara, Anul 2005, Kilograme, 12
Cirese si visine, Total, Hunedoara, Anul 2006, Kilograme, 16
Cirese si visine, Total, Hunedoara, Anul 2007, Kilograme, 9
Cirese si visine, Total, Hunedoara, Anul 2008, Kilograme, 9
Cirese si visine, Total, Hunedoara, Anul 2009, Kilograme, 9
Cirese si visine, Total, Hunedoara, Anul 2010, Kilograme, 17
Cirese si visine, Total, Hunedoara, Anul 2011, Kilograme, 15
Cirese si visine, Total, Hunedoara, Anul 2012, Kilograme, 15
Cirese si visine, Total, Hunedoara, Anul 2013, Kilograme, 15
Cirese si visine, Total, Hunedoara, Anul 2014, Kilograme, 15
Cirese si visine, Total, Hunedoara, Anul 2015, Kilograme, 14
Cirese si visine, Total, Hunedoara, Anul 2016, Kilograme, 14
Cirese si visine, Total, Hunedoara, Anul 2017, Kilograme, 9
Cirese si visine, Total, Hunedoara, Anul 2018, Kilograme, 15
Cirese si visine, Total, Hunedoara, Anul 2019, Kilograme, 13
Cirese si visine, Total, Hunedoara, Anul 2020, Kilograme, 12
Cirese si visine, Total, Hunedoara, Anul 2021, Kilograme, 12
Cirese si visine, Total, Hunedoara, Anul 2022, Kilograme, 10
Cirese si visine, Total, Hunedoara, Anul 2023, Kilograme, 10
Cirese si visine, Total, Hunedoara, Anul 2024, Kilograme, 9
Cirese si visine, Total, Timis, Anul 2000, Kilograme, 8
Cirese si visine, Total, Timis, Anul 2001, Kilograme, 11
Cirese si visine, Total, Timis, Anul 2002, Kilograme, 4
Cirese si visine, Total, Timis, Anul 2003, Kilograme, 9
Cirese si visine, Total, Timis, Anul 2004, Kilograme, 2
Cirese si visine, Total, Timis, Anul 2005, Kilograme, 26
Cirese si visine, Total, Timis, Anul 2006, Kilograme, 13
Cirese si visine, Total, Timis, Anul 2007, Kilograme, 8
Cirese si visine, Total, Timis, Anul 2008, Kilograme, 5
Cirese si visine, Total, Timis, Anul 2009, Kilograme, 10
Cirese si visine, Total, Timis, Anul 2010, Kilograme, 4
Cirese si visine, Total, Timis, Anul 2011, Kilograme, 11
Cirese si visine, Total, Timis, Anul 2012, Kilograme, 13
Cirese si visine, Total, Timis, Anul 2013, Kilograme, 11
Cirese si visine, Total, Timis, Anul 2014, Kilograme, 13
Cirese si visine, Total, Timis, Anul 2015, Kilograme, 10
Cirese si visine, Total, Timis, Anul 2016, Kilograme, 10
Cirese si visine, Total, Timis, Anul 2017, Kilograme, 9
Cirese si visine, Total, Timis, Anul 2018, Kilograme, 12
Cirese si visine, Total, Timis, Anul 2019, Kilograme, 12
Cirese si visine, Total, Timis, Anul 2020, Kilograme, 11
Cirese si visine, Total, Timis, Anul 2021, Kilograme, 11
Cirese si visine, Total, Timis, Anul 2022, Kilograme, 9
Cirese si visine, Total, Timis, Anul 2023, Kilograme, 11
Cirese si visine, Total, Timis, Anul 2024, Kilograme, 9
Nuci, Total, Bihor, Anul 2000, Kilograme, 12
Nuci, Total, Bihor, Anul 2001, Kilograme, 11
Nuci, Total, Bihor, Anul 2002, Kilograme, 15
Nuci, Total, Bihor, Anul 2003, Kilograme, 15
Nuci, Total, Bihor, Anul 2004, Kilograme, 3
Nuci, Total, Bihor, Anul 2005, Kilograme, 12
Nuci, Total, Bihor, Anul 2006, Kilograme, 13
Nuci, Total, Bihor, Anul 2007, Kilograme, 16
Nuci, Total, Bihor, Anul 2008, Kilograme, 24
Nuci, Total, Bihor, Anul 2009, Kilograme, 24
Nuci, Total, Bihor, Anul 2010, Kilograme, 22
Nuci, Total, Bihor, Anul 2011, Kilograme, 18
Nuci, Total, Bihor, Anul 2012, Kilograme, 16
Nuci, Total, Bihor, Anul 2013, Kilograme, 16
Nuci, Total, Bihor, Anul 2014, Kilograme, 14
Nuci, Total, Bihor, Anul 2015, Kilograme, 13
Nuci, Total, Bihor, Anul 2016, Kilograme, 16
Nuci, Total, Bihor, Anul 2017, Kilograme, 24
Nuci, Total, Bihor, Anul 2018, Kilograme, 27
Nuci, Total, Bihor, Anul 2019, Kilograme, 25
Nuci, Total, Bihor, Anul 2020, Kilograme, 23
Nuci, Total, Bihor, Anul 2021, Kilograme, 41
Nuci, Total, Bihor, Anul 2022, Kilograme, 29
Nuci, Total, Bihor, Anul 2023, Kilograme, 35
Nuci, Total, Bihor, Anul 2024, Kilograme, 24
Nuci, Total, Bistrita-Nasaud, Anul 2000, Kilograme, 7
Nuci, Total, Bistrita-Nasaud, Anul 2001, Kilograme, 5
Nuci, Total, Bistrita-Nasaud, Anul 2002, Kilograme, 5
Nuci, Total, Bistrita-Nasaud, Anul 2003, Kilograme, 6
Nuci, Total, Bistrita-Nasaud, Anul 2004, Kilograme, 4
Nuci, Total, Bistrita-Nasaud, Anul 2005, Kilograme, 15
Nuci, Total, Bistrita-Nasaud, Anul 2006, Kilograme, 17
Nuci, Total, Bistrita-Nasaud, Anul 2007, Kilograme, 12
Nuci, Total, Bistrita-Nasaud, Anul 2008, Kilograme, 10
Nuci, Total, Bistrita-Nasaud, Anul 2009, Kilograme, 16
Nuci, Total, Bistrita-Nasaud, Anul 2010, Kilograme, 20
Nuci, Total, Bistrita-Nasaud, Anul 2011, Kilograme, 23
Nuci, Total, Bistrita-Nasaud, Anul 2012, Kilograme, 20
Nuci, Total, Bistrita-Nasaud, Anul 2013, Kilograme, 21
Nuci, Total, Bistrita-Nasaud, Anul 2014, Kilograme, 22
Nuci, Total, Bistrita-Nasaud, Anul 2015, Kilograme, 22
Nuci, Total, Bistrita-Nasaud, Anul 2016, Kilograme, 23
Nuci, Total, Bistrita-Nasaud, Anul 2017, Kilograme, 33
Nuci, Total, Bistrita-Nasaud, Anul 2018, Kilograme, 37
Nuci, Total, Bistrita-Nasaud, Anul 2019, Kilograme, 33
Nuci, Total, Bistrita-Nasaud, Anul 2020, Kilograme, 38
Nuci, Total, Bistrita-Nasaud, Anul 2021, Kilograme, 30
Nuci, Total, Bistrita-Nasaud, Anul 2022, Kilograme, 26
Nuci, Total, Bistrita-Nasaud, Anul 2023, Kilograme, 35
Nuci, Total, Bistrita-Nasaud, Anul 2024, Kilograme, 34
Nuci, Total, Cluj, Anul 2000, Kilograme, 21
Nuci, Total, Cluj, Anul 2001, Kilograme, 23
Nuci, Total, Cluj, Anul 2002, Kilograme, 25
Nuci, Total, Cluj, Anul 2003, Kilograme, 27
Nuci, Total, Cluj, Anul 2004, Kilograme, 5
Nuci, Total, Cluj, Anul 2005, Kilograme, 11
Nuci, Total, Cluj, Anul 2006, Kilograme, 15
Nuci, Total, Cluj, Anul 2007, Kilograme, 7
Nuci, Total, Cluj, Anul 2008, Kilograme, 25
Nuci, Total, Cluj, Anul 2009, Kilograme, 26
Nuci, Total, Cluj, Anul 2010, Kilograme, 27
Nuci, Total, Cluj, Anul 2011, Kilograme, 24
Nuci, Total, Cluj, Anul 2012, Kilograme, 25
Nuci, Total, Cluj, Anul 2013, Kilograme, 25
Nuci, Total, Cluj, Anul 2014, Kilograme, 23
Nuci, Total, Cluj, Anul 2015, Kilograme, 24
Nuci, Total, Cluj, Anul 2016, Kilograme, 25
Nuci, Total, Cluj, Anul 2017, Kilograme, 37
Nuci, Total, Cluj, Anul 2018, Kilograme, 37
Nuci, Total, Cluj, Anul 2019, Kilograme, 28
Nuci, Total, Cluj, Anul 2020, Kilograme, 25
Nuci, Total, Cluj, Anul 2021, Kilograme, 28
Nuci, Total, Cluj, Anul 2022, Kilograme, 20
Nuci, Total, Cluj, Anul 2023, Kilograme, 10
Nuci, Total, Cluj, Anul 2024, Kilograme, 10
Nuci, Total, Maramures, Anul 2000, Kilograme, 13
Nuci, Total, Maramures, Anul 2001, Kilograme, 12
Nuci, Total, Maramures, Anul 2002, Kilograme, 15
Nuci, Total, Maramures, Anul 2003, Kilograme, 13
Nuci, Total, Maramures, Anul 2004, Kilograme, 2
Nuci, Total, Maramures, Anul 2005, Kilograme, 10
Nuci, Total, Maramures, Anul 2006, Kilograme, 11
Nuci, Total, Maramures, Anul 2007, Kilograme, 8
Nuci, Total, Maramures, Anul 2008, Kilograme, 10
Nuci, Total, Maramures, Anul 2009, Kilograme, 14
Nuci, Total, Maramures, Anul 2010, Kilograme, 13
Nuci, Total, Maramures, Anul 2011, Kilograme, 21
Nuci, Total, Maramures, Anul 2012, Kilograme, 10
Nuci, Total, Maramures, Anul 2013, Kilograme, 10
Nuci, Total, Maramures, Anul 2014, Kilograme, 12
Nuci, Total, Maramures, Anul 2015, Kilograme, 13
Nuci, Total, Maramures, Anul 2016, Kilograme, 13
Nuci, Total, Maramures, Anul 2017, Kilograme, 16
Nuci, Total, Maramures, Anul 2018, Kilograme, 27
Nuci, Total, Maramures, Anul 2019, Kilograme, 25
Nuci, Total, Maramures, Anul 2020, Kilograme, 25
Nuci, Total, Maramures, Anul 2021, Kilograme, 27
Nuci, Total, Maramures, Anul 2022, Kilograme, 22
Nuci, Total, Maramures, Anul 2023, Kilograme, 25
Nuci, Total, Maramures, Anul 2024, Kilograme, 24
Nuci, Total, Satu Mare, Anul 2000, Kilograme, 11
Nuci, Total, Satu Mare, Anul 2001, Kilograme, 11
Nuci, Total, Satu Mare, Anul 2002, Kilograme, 11
Nuci, Total, Satu Mare, Anul 2003, Kilograme, 12
Nuci, Total, Satu Mare, Anul 2004, Kilograme, 3
Nuci, Total, Satu Mare, Anul 2005, Kilograme, 12
Nuci, Total, Satu Mare, Anul 2006, Kilograme, 20
Nuci, Total, Satu Mare, Anul 2007, Kilograme, 9
Nuci, Total, Satu Mare, Anul 2008, Kilograme, 16
Nuci, Total, Satu Mare, Anul 2009, Kilograme, 20
Nuci, Total, Satu Mare, Anul 2010, Kilograme, 21
Nuci, Total, Satu Mare, Anul 2011, Kilograme, 18
Nuci, Total, Satu Mare, Anul 2012, Kilograme, 17
Nuci, Total, Satu Mare, Anul 2013, Kilograme, 17
Nuci, Total, Satu Mare, Anul 2014, Kilograme, 16
Nuci, Total, Satu Mare, Anul 2015, Kilograme, 18
Nuci, Total, Satu Mare, Anul 2016, Kilograme, 19
Nuci, Total, Satu Mare, Anul 2017, Kilograme, 22
Nuci, Total, Satu Mare, Anul 2018, Kilograme, 28
Nuci, Total, Satu Mare, Anul 2019, Kilograme, 26
Nuci, Total, Satu Mare, Anul 2020, Kilograme, 24
Nuci, Total, Satu Mare, Anul 2021, Kilograme, 25
Nuci, Total, Satu Mare, Anul 2022, Kilograme, 24
Nuci, Total, Satu Mare, Anul 2023, Kilograme, 25
Nuci, Total, Satu Mare, Anul 2024, Kilograme, 22
Nuci, Total, Salaj, Anul 2000, Kilograme, 16
Nuci, Total, Salaj, Anul 2001, Kilograme, 18
Nuci, Total, Salaj, Anul 2002, Kilograme, 16
Nuci, Total, Salaj, Anul 2003, Kilograme, 35
Nuci, Total, Salaj, Anul 2004, Kilograme, 12
Nuci, Total, Salaj, Anul 2005, Kilograme, 6
Nuci, Total, Salaj, Anul 2006, Kilograme, 33
Nuci, Total, Salaj, Anul 2007, Kilograme, 1
Nuci, Total, Salaj, Anul 2008, Kilograme, 3
Nuci, Total, Salaj, Anul 2009, Kilograme, 22
Nuci, Total, Salaj, Anul 2010, Kilograme, 18
Nuci, Total, Salaj, Anul 2011, Kilograme, 16
Nuci, Total, Salaj, Anul 2012, Kilograme, 13
Nuci, Total, Salaj, Anul 2013, Kilograme, 14
Nuci, Total, Salaj, Anul 2014, Kilograme, 13
Nuci, Total, Salaj, Anul 2015, Kilograme, 15
Nuci, Total, Salaj, Anul 2016, Kilograme, 17
Nuci, Total, Salaj, Anul 2017, Kilograme, 25
Nuci, Total, Salaj, Anul 2018, Kilograme, 26
Nuci, Total, Salaj, Anul 2019, Kilograme, 24
Nuci, Total, Salaj, Anul 2020, Kilograme, 21
Nuci, Total, Salaj, Anul 2021, Kilograme, 18
Nuci, Total, Salaj, Anul 2022, Kilograme, 16
Nuci, Total, Salaj, Anul 2023, Kilograme, 16
Nuci, Total, Salaj, Anul 2024, Kilograme, 16
Nuci, Total, Alba, Anul 2000, Kilograme, 16
Nuci, Total, Alba, Anul 2001, Kilograme, 15
Nuci, Total, Alba, Anul 2002, Kilograme, 19
Nuci, Total, Alba, Anul 2003, Kilograme, 31
Nuci, Total, Alba, Anul 2004, Kilograme, 7
Nuci, Total, Alba, Anul 2005, Kilograme, 4
Nuci, Total, Alba, Anul 2006, Kilograme, 18
Nuci, Total, Alba, Anul 2007, Kilograme, 10
Nuci, Total, Alba, Anul 2008, Kilograme, 24
Nuci, Total, Alba, Anul 2009, Kilograme, 23
Nuci, Total, Alba, Anul 2010, Kilograme, 20
Nuci, Total, Alba, Anul 2011, Kilograme, 18
Nuci, Total, Alba, Anul 2012, Kilograme, 17
Nuci, Total, Alba, Anul 2013, Kilograme, 19
Nuci, Total, Alba, Anul 2014, Kilograme, 20
Nuci, Total, Alba, Anul 2015, Kilograme, 22
Nuci, Total, Alba, Anul 2016, Kilograme, 24
Nuci, Total, Alba, Anul 2017, Kilograme, 34
Nuci, Total, Alba, Anul 2018, Kilograme, 43
Nuci, Total, Alba, Anul 2019, Kilograme, 39
Nuci, Total, Alba, Anul 2020, Kilograme, 35
Nuci, Total, Alba, Anul 2021, Kilograme, 36
Nuci, Total, Alba, Anul 2022, Kilograme, 37
Nuci, Total, Alba, Anul 2023, Kilograme, 36
Nuci, Total, Alba, Anul 2024, Kilograme, 37
Nuci, Total, Brasov, Anul 2000, Kilograme, 9
Nuci, Total, Brasov, Anul 2001, Kilograme, 8
Nuci, Total, Brasov, Anul 2002, Kilograme, 13
Nuci, Total, Brasov, Anul 2003, Kilograme, 16
Nuci, Total, Brasov, Anul 2004, Kilograme, 2
Nuci, Total, Brasov, Anul 2005, Kilograme, 18
Nuci, Total, Brasov, Anul 2006, Kilograme, 12
Nuci, Total, Brasov, Anul 2007, Kilograme, 10
Nuci, Total, Brasov, Anul 2008, Kilograme, 11
Nuci, Total, Brasov, Anul 2009, Kilograme, 12
Nuci, Total, Brasov, Anul 2010, Kilograme, 22
Nuci, Total, Brasov, Anul 2011, Kilograme, 20
Nuci, Total, Brasov, Anul 2012, Kilograme, 23
Nuci, Total, Brasov, Anul 2013, Kilograme, 23
Nuci, Total, Brasov, Anul 2014, Kilograme, 21
Nuci, Total, Brasov, Anul 2015, Kilograme, 20
Nuci, Total, Brasov, Anul 2016, Kilograme, 24
Nuci, Total, Brasov, Anul 2017, Kilograme, 31
Nuci, Total, Brasov, Anul 2018, Kilograme, 39
Nuci, Total, Brasov, Anul 2019, Kilograme, 35
Nuci, Total, Brasov, Anul 2020, Kilograme, 32
Nuci, Total, Brasov, Anul 2021, Kilograme, 21
Nuci, Total, Brasov, Anul 2022, Kilograme, 27
Nuci, Total, Brasov, Anul 2023, Kilograme, 20
Nuci, Total, Brasov, Anul 2024, Kilograme, 20
Nuci, Total, Covasna, Anul 2000, Kilograme, 33
Nuci, Total, Covasna, Anul 2001, Kilograme, 48
Nuci, Total, Covasna, Anul 2002, Kilograme, 34
Nuci, Total, Covasna, Anul 2003, Kilograme, 41
Nuci, Total, Covasna, Anul 2004, Kilograme, 4
Nuci, Total, Covasna, Anul 2005, Kilograme, 12
Nuci, Total, Covasna, Anul 2006, Kilograme, 21
Nuci, Total, Covasna, Anul 2007, Kilograme, 22
Nuci, Total, Covasna, Anul 2008, Kilograme, 18
Nuci, Total, Covasna, Anul 2009, Kilograme, 18
Nuci, Total, Covasna, Anul 2010, Kilograme, 15
Nuci, Total, Covasna, Anul 2011, Kilograme, 19
Nuci, Total, Covasna, Anul 2012, Kilograme, 18
Nuci, Total, Covasna, Anul 2013, Kilograme, 19
Nuci, Total, Covasna, Anul 2014, Kilograme, 24
Nuci, Total, Covasna, Anul 2015, Kilograme, 25
Nuci, Total, Covasna, Anul 2016, Kilograme, 25
Nuci, Total, Covasna, Anul 2017, Kilograme, 36
Nuci, Total, Covasna, Anul 2018, Kilograme, 39
Nuci, Total, Covasna, Anul 2019, Kilograme, 37
Nuci, Total, Covasna, Anul 2020, Kilograme, 35
Nuci, Total, Covasna, Anul 2021, Kilograme, 36
Nuci, Total, Covasna, Anul 2022, Kilograme, 33
Nuci, Total, Covasna, Anul 2023, Kilograme, 34
Nuci, Total, Covasna, Anul 2024, Kilograme, 31
Nuci, Total, Harghita, Anul 2000, Kilograme, 8
Nuci, Total, Harghita, Anul 2001, Kilograme, 8
Nuci, Total, Harghita, Anul 2002, Kilograme, 10
Nuci, Total, Harghita, Anul 2003, Kilograme, 15
Nuci, Total, Harghita, Anul 2004, Kilograme, 3
Nuci, Total, Harghita, Anul 2005, Kilograme, 20
Nuci, Total, Harghita, Anul 2006, Kilograme, 20
Nuci, Total, Harghita, Anul 2007, Kilograme, 16
Nuci, Total, Harghita, Anul 2008, Kilograme, 19
Nuci, Total, Harghita, Anul 2009, Kilograme, 17
Nuci, Total, Harghita, Anul 2010, Kilograme, 15
Nuci, Total, Harghita, Anul 2011, Kilograme, 21
Nuci, Total, Harghita, Anul 2012, Kilograme, 21
Nuci, Total, Harghita, Anul 2013, Kilograme, 22
Nuci, Total, Harghita, Anul 2014, Kilograme, 27
Nuci, Total, Harghita, Anul 2015, Kilograme, 28
Nuci, Total, Harghita, Anul 2016, Kilograme, 27
Nuci, Total, Harghita, Anul 2017, Kilograme, 39
Nuci, Total, Harghita, Anul 2018, Kilograme, 37
Nuci, Total, Harghita, Anul 2019, Kilograme, 35
Nuci, Total, Harghita, Anul 2020, Kilograme, 33
Nuci, Total, Harghita, Anul 2021, Kilograme, 35
Nuci, Total, Harghita, Anul 2022, Kilograme, 32
Nuci, Total, Harghita, Anul 2023, Kilograme, 31
Nuci, Total, Harghita, Anul 2024, Kilograme, 31
Nuci, Total, Mures, Anul 2000, Kilograme, 17
Nuci, Total, Mures, Anul 2001, Kilograme, 20
Nuci, Total, Mures, Anul 2002, Kilograme, 27
Nuci, Total, Mures, Anul 2003, Kilograme, 28
Nuci, Total, Mures, Anul 2004, Kilograme, 3
Nuci, Total, Mures, Anul 2005, Kilograme, 23
Nuci, Total, Mures, Anul 2006, Kilograme, 19
Nuci, Total, Mures, Anul 2007, Kilograme, 2
Nuci, Total, Mures, Anul 2008, Kilograme, 22
Nuci, Total, Mures, Anul 2009, Kilograme, 24
Nuci, Total, Mures, Anul 2010, Kilograme, 21
Nuci, Total, Mures, Anul 2011, Kilograme, 21
Nuci, Total, Mures, Anul 2012, Kilograme, 21
Nuci, Total, Mures, Anul 2013, Kilograme, 24
Nuci, Total, Mures, Anul 2014, Kilograme, 19
Nuci, Total, Mures, Anul 2015, Kilograme, 20
Nuci, Total, Mures, Anul 2016, Kilograme, 20
Nuci, Total, Mures, Anul 2017, Kilograme, 26
Nuci, Total, Mures, Anul 2018, Kilograme, 29
Nuci, Total, Mures, Anul 2019, Kilograme, 26
Nuci, Total, Mures, Anul 2020, Kilograme, 24
Nuci, Total, Mures, Anul 2021, Kilograme, 34
Nuci, Total, Mures, Anul 2022, Kilograme, 31
Nuci, Total, Mures, Anul 2023, Kilograme, 29
Nuci, Total, Mures, Anul 2024, Kilograme, 28
Nuci, Total, Sibiu, Anul 2000, Kilograme, 17
Nuci, Total, Sibiu, Anul 2001, Kilograme, 17
Nuci, Total, Sibiu, Anul 2002, Kilograme, 19
Nuci, Total, Sibiu, Anul 2003, Kilograme, 23
Nuci, Total, Sibiu, Anul 2004, Kilograme, 2
Nuci, Total, Sibiu, Anul 2005, Kilograme, 22
Nuci, Total, Sibiu, Anul 2006, Kilograme, 20
Nuci, Total, Sibiu, Anul 2007, Kilograme, 3
Nuci, Total, Sibiu, Anul 2008, Kilograme, 16
Nuci, Total, Sibiu, Anul 2009, Kilograme, 18
Nuci, Total, Sibiu, Anul 2010, Kilograme, 17
Nuci, Total, Sibiu, Anul 2011, Kilograme, 17
Nuci, Total, Sibiu, Anul 2012, Kilograme, 19
Nuci, Total, Sibiu, Anul 2013, Kilograme, 19
Nuci, Total, Sibiu, Anul 2014, Kilograme, 14
Nuci, Total, Sibiu, Anul 2015, Kilograme, 21
Nuci, Total, Sibiu, Anul 2016, Kilograme, 20
Nuci, Total, Sibiu, Anul 2017, Kilograme, 24
Nuci, Total, Sibiu, Anul 2018, Kilograme, 30
Nuci, Total, Sibiu, Anul 2019, Kilograme, 26
Nuci, Total, Sibiu, Anul 2020, Kilograme, 26
Nuci, Total, Sibiu, Anul 2021, Kilograme, 27
Nuci, Total, Sibiu, Anul 2022, Kilograme, 25
Nuci, Total, Sibiu, Anul 2023, Kilograme, 24
Nuci, Total, Sibiu, Anul 2024, Kilograme, 23
Nuci, Total, Bacau, Anul 2000, Kilograme, 23
Nuci, Total, Bacau, Anul 2001, Kilograme, 26
Nuci, Total, Bacau, Anul 2002, Kilograme, 32
Nuci, Total, Bacau, Anul 2003, Kilograme, 37
Nuci, Total, Bacau, Anul 2004, Kilograme, 8
Nuci, Total, Bacau, Anul 2005, Kilograme, 26
Nuci, Total, Bacau, Anul 2006, Kilograme, 25
Nuci, Total, Bacau, Anul 2007, Kilograme, 19
Nuci, Total, Bacau, Anul 2008, Kilograme, 23
Nuci, Total, Bacau, Anul 2009, Kilograme, 24
Nuci, Total, Bacau, Anul 2010, Kilograme, 19
Nuci, Total, Bacau, Anul 2011, Kilograme, 19
Nuci, Total, Bacau, Anul 2012, Kilograme, 18
Nuci, Total, Bacau, Anul 2013, Kilograme, 18
Nuci, Total, Bacau, Anul 2014, Kilograme, 15
Nuci, Total, Bacau, Anul 2015, Kilograme, 18
Nuci, Total, Bacau, Anul 2016, Kilograme, 19
Nuci, Total, Bacau, Anul 2017, Kilograme, 27
Nuci, Total, Bacau, Anul 2018, Kilograme, 31
Nuci, Total, Bacau, Anul 2019, Kilograme, 28
Nuci, Total, Bacau, Anul 2020, Kilograme, 26
Nuci, Total, Bacau, Anul 2021, Kilograme, 28
