PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,regiune
PS,2002,95.93,95.27,95.23,95.15,95.27,95.32,95.19,95.13,95.23,95.23,95.2,95.62,95.32,nord
PS,2003,95.07,95.51,95.62,95.21,95.45,95.29,95.12,95.37,95.68,95.07,95.82,95.55,95.39,nord
PS,2004,94.57,95.12,95.58,95.08,94.99,95.28,95.22,95.13,95.63,95.55,95.28,95.62,95.25,nord
PS,2005,95.27,95.03,95.08,95.07,95.24,95.28,95.19,95.18,95.62,95.98,95.53,95.12,95.3,nord
PS,2006,96.01,94.96,94.59,94.98,95.29,95.45,95.6,94.85,95.56,95.53,95.47,96.21,95.38,nord
PS,2007,95.22,94.95,95.19,95.44,94.93,95.1,95.14,95.15,95.34,95.72,95.17,95.74,95.26,nord
PS,2008,95.83,96.06,94.32,94.7,95.21,95.26,95.08,95.26,95.33,95.63,95.39,95.54,95.3,nord
PS,2009,95.16,94.66,94.69,95.33,95.4,95.07,95.23,95.5,95.62,95.22,95.18,94.66,95.15,nord
PS,2010,94.97,94.38,95.24,95.38,94.72,94.87,95.18,95.21,95.27,95.44,94.77,94.76,95.02,nord
PS,2011,95.5,95.35,95.76,95.15,95.43,95.13,94.91,95.35,95.5,95.76,96.16,95.28,95.44,nord
PS,2012,95.23,95.47,95.65,94.5,95.08,95.24,95.25,95.36,95.37,95.21,95.47,95.07,95.24,nord
PS,2013,94.8,94.89,94.49,95.26,94.92,95.15,95.43,95.4,95.14,95.72,95.19,95.99,95.2,nord
PS,2014,95.14,95.24,95.15,94.93,94.99,95.18,95.09,95.19,95.41,95.62,95.57,95.4,95.24,nord
PS,2015,95.12,95.14,95.5,95.21,95.15,95.38,95.32,95.51,95.43,95.68,95.42,96.49,95.45,nord
PS,2016,95.11,95.07,94.88,94.85,94.97,95.13,95.31,95.53,95.51,95.63,95.41,96.14,95.3,nord
PS,2017,95.63,95.58,95.19,95.18,95.22,95.19,95.22,95.49,95.3,95.43,95.26,95.15,95.32,nord
PS,2018,95.37,95.05,94.4,95.32,95.27,95.02,94.97,95.47,95.68,95.68,95.81,95.39,95.28,nord
PS,2019,94.58,95.7,95.29,95.19,94.83,95.47,95.1,95.48,95.54,95.52,95.06,95.21,95.24,nord
PS,2020,96.01,95.11,95.31,95.41,95.19,94.8,95.3,95.21,95.43,95.24,96.15,95.24,95.37,nord
PS,2021,94.73,95.49,95.35,95.15,95.03,95.31,95.2,95.25,95.56,95.92,95.35,94.9,95.27,nord
PS,2022,95.38,95.3,95.89,94.86,95.44,95.3,95.38,95.18,95.05,95.91,95.35,95.42,95.37,nord
PS,2023,95.28,95.72,94.82,94.87,95.5,95.25,95.19,95.28,95.71,95.3,94.54,95.12,95.21,nord
PS,2024,95.32,95.17,94.97,95.22,95.27,95.21,95.19,95.2,95.23,95.72,95.79,95.63,95.33,nord
PS,2025,95.63,96.13,95.29,95.22,94.98,95.51,95.0,95.35,95.61,95.24,95.25,95.63,95.4,nord
QV2M,1984,2.94,2.58,3.29,4.44,7.83,8.24,8.81,8.47,7.73,6.47,3.92,2.72,5.63,nord
QV2M,1985,1.86,1.66,3.54,5.48,8.68,8.59,9.64,9.23,6.46,4.97,3.82,3.61,5.66,nord
QV2M,1986,2.83,2.32,3.89,6.03,7.56,8.55,9.07,9.0,6.12,4.34,3.89,2.51,5.53,nord
QV2M,1987,2.05,2.98,2.84,4.62,7.01,9.17,9.11,7.65,7.1,4.81,4.63,2.95,5.42,nord
QV2M,1988,3.46,3.18,3.77,5.13,7.83,9.14,10.83,8.53,7.46,4.42,2.6,2.82,5.77,nord
QV2M,1989,2.43,3.17,4.26,6.12,6.88,8.71,8.46,9.34,7.59,5.84,3.87,3.3,5.84,nord
QV2M,1990,2.88,3.64,4.3,4.95,6.29,7.63,7.7,6.73,5.78,5.0,4.69,3.03,5.23,nord
QV2M,1991,2.94,2.5,3.96,4.46,5.99,8.48,10.17,9.07,7.24,5.7,4.37,2.28,5.62,nord
QV2M,1992,2.49,2.71,3.57,5.33,5.75,8.84,8.47,8.24,5.74,5.65,4.16,2.7,5.31,nord
QV2M,1993,2.75,2.19,3.53,4.93,7.68,7.88,8.11,8.29,6.69,6.08,3.09,3.52,5.42,nord
QV2M,1994,3.39,3.33,4.12,5.72,7.29,8.35,8.9,7.9,8.02,5.2,3.81,3.01,5.77,nord
QV2M,1995,2.47,3.61,3.73,4.96,6.9,8.95,8.87,7.72,6.79,5.34,3.26,2.84,5.46,nord
QV2M,1996,2.31,2.36,2.66,5.06,8.27,7.97,7.93,8.38,6.66,5.63,4.96,3.03,5.44,nord
QV2M,1997,2.31,2.92,3.22,4.15,7.54,9.4,9.66,9.3,6.65,4.79,4.36,3.28,5.65,nord
QV2M,1998,3.13,3.39,3.07,5.84,7.06,9.83,10.12,8.11,6.97,6.15,3.43,2.13,5.78,nord
QV2M,1999,3.02,2.88,3.9,5.85,6.85,9.73,9.69,8.62,7.33,5.37,3.36,3.17,5.83,nord
QV2M,2000,1.94,2.91,3.76,6.2,6.42,6.8,7.7,7.01,6.11,4.68,4.69,3.66,5.16,nord
QV2M,2001,3.06,3.03,4.42,4.93,6.35,7.52,9.75,8.81,7.26,6.35,3.52,1.78,5.58,nord
QV2M,2002,2.57,3.7,3.78,5.03,7.01,8.18,9.63,8.44,6.49,5.44,4.74,2.45,5.63,nord
QV2M,2003,2.53,1.89,3.37,4.53,8.3,8.17,9.35,8.17,6.23,5.25,4.71,2.88,5.47,nord
QV2M,2004,2.32,2.92,3.96,5.36,6.93,8.37,9.63,9.85,7.22,6.35,4.63,3.3,5.91,nord
QV2M,2005,2.75,2.51,3.43,5.65,8.37,8.91,10.8,11.07,8.33,5.8,4.0,3.15,6.26,nord
QV2M,2006,2.15,2.69,3.92,6.13,7.49,10.21,10.55,10.08,7.79,5.93,4.74,3.47,6.28,nord
QV2M,2007,3.79,3.51,4.34,4.76,8.14,8.9,8.72,10.29,7.24,5.7,3.63,2.84,6.01,nord
QV2M,2008,2.95,3.54,4.26,5.88,7.92,9.99,9.96,10.04,6.94,6.37,4.47,3.53,6.33,nord
QV2M,2009,2.86,3.16,3.85,5.61,6.96,9.13,9.72,9.52,7.01,5.92,5.17,3.49,6.05,nord
QV2M,2010,2.63,3.29,4.03,5.73,8.58,10.95,12.22,11.5,7.83,4.69,5.58,3.25,6.71,nord
QV2M,2011,2.93,2.59,3.93,5.22,7.76,9.38,10.46,9.45,7.62,4.53,3.28,3.5,5.91,nord
QV2M,2012,2.53,1.98,3.41,5.88,7.98,9.91,9.48,8.02,7.14,6.12,4.8,2.65,5.83,nord
QV2M,2013,2.8,3.26,3.73,6.23,8.21,10.76,9.87,9.28,6.57,6.27,5.29,2.84,6.27,nord
QV2M,2014,3.52,3.79,4.34,5.67,7.32,8.5,10.63,9.69,7.34,6.24,4.61,3.5,6.28,nord
QV2M,2015,3.24,3.07,4.02,4.8,7.96,8.74,9.75,9.14,8.79,5.65,4.67,3.68,6.14,nord
QV2M,2016,2.77,4.4,4.37,6.71,7.42,11.15,10.54,9.6,7.77,5.17,4.05,2.37,6.36,nord
QV2M,2017,1.86,3.48,4.8,5.12,7.88,9.95,9.13,9.11,7.33,5.61,4.69,3.53,6.05,nord
QV2M,2018,3.31,2.82,4.01,7.57,8.7,11.05,11.33,10.86,7.73,6.03,4.51,2.94,6.76,nord
QV2M,2019,2.61,3.17,4.3,5.69,8.28,11.71,9.66,9.99,6.67,5.85,5.96,3.76,6.49,nord
QV2M,2020,2.81,3.57,4.26,4.47,6.72,10.85,11.19,10.42,8.35,7.25,4.27,3.94,6.52,nord
QV2M,2021,3.25,3.72,3.56,4.86,7.43,10.35,11.57,9.33,7.05,4.6,4.59,3.49,6.16,nord
QV2M,2022,2.76,3.35,3.1,5.23,7.56,9.08,8.74,10.67,8.31,6.95,5.26,3.92,6.26,nord
QV2M,2023,4.24,3.25,4.5,5.34,7.78,10.35,11.47,10.68,8.68,6.49,4.76,3.9,6.81,nord
QV2M,2024,3.13,4.77,5.06,6.59,7.58,11.26,11.05,9.67,7.44,6.0,3.62,3.41,6.64,nord
QV2M,2025,3.6,2.56,4.8,5.92,6.94,9.06,9.56,8.8,8.15,5.31,5.4,3.8,6.18,nord
RH2M,1984,93.1,87.21,78.12,69.73,78.53,76.59,73.58,65.86,70.84,79.63,82.2,91.23,78.88,nord
RH2M,1985,92.74,94.49,81.78,78.1,78.89,79.6,72.53,67.1,66.48,74.87,84.48,92.87,80.25,nord
RH2M,1986,93.34,86.1,80.3,73.56,67.4,67.05,68.51,59.24,54.95,64.02,82.27,86.21,73.52,nord
RH2M,1987,93.61,87.6,75.88,73.46,76.57,71.32,53.82,64.39,58.3,69.29,89.23,90.4,75.25,nord
RH2M,1988,90.95,85.3,83.95,79.6,76.88,79.2,68.81,59.57,72.48,66.4,82.9,95.4,78.41,nord
RH2M,1989,94.72,87.65,77.45,72.96,73.16,75.95,61.36,67.78,76.11,80.2,83.15,90.87,78.39,nord
RH2M,1990,91.1,82.0,70.49,68.22,61.27,63.21,53.64,47.04,64.31,66.51,87.71,88.02,70.19,nord
RH2M,1991,88.98,81.15,71.59,67.37,73.21,66.72,66.01,68.05,67.7,77.92,86.46,90.74,75.48,nord
RH2M,1992,91.52,89.74,76.54,74.64,63.34,70.47,57.77,44.49,60.36,78.27,90.2,88.51,73.73,nord
RH2M,1993,87.81,83.61,83.77,78.11,71.43,63.65,61.68,60.72,73.04,76.08,78.85,93.78,76.01,nord
RH2M,1994,92.47,86.31,79.8,76.34,71.89,66.26,55.4,52.89,60.52,74.77,82.97,90.93,74.14,nord
RH2M,1995,93.38,86.32,79.22,77.0,74.75,70.18,54.55,55.45,72.62,70.29,86.01,87.25,75.49,nord
RH2M,1996,90.01,89.89,81.77,74.33,73.73,58.72,59.81,62.24,81.0,80.89,89.71,92.94,77.88,nord
RH2M,1997,93.8,90.34,77.31,78.5,74.14,74.86,74.19,71.55,70.17,77.72,87.67,88.9,79.87,nord
RH2M,1998,90.01,82.87,80.27,77.3,75.33,75.03,73.1,57.25,72.51,83.69,88.37,88.97,78.7,nord
RH2M,1999,90.99,92.26,80.19,80.91,73.82,68.74,60.08,58.48,62.51,74.72,78.87,90.7,75.92,nord
RH2M,2000,96.6,88.54,82.59,75.09,58.3,49.31,55.28,44.88,61.34,58.34,75.29,83.54,69.03,nord
RH2M,2001,84.18,80.42,78.75,67.78,60.74,63.81,63.5,55.39,73.39,74.65,84.85,93.61,73.38,nord
RH2M,2002,96.3,82.2,71.17,71.2,60.01,60.02,56.77,57.99,64.86,76.98,88.44,82.65,72.32,nord
RH2M,2003,93.9,87.17,77.85,72.93,63.69,54.01,63.21,53.27,62.85,79.99,85.71,84.64,73.2,nord
RH2M,2004,92.66,90.92,81.33,74.2,75.46,66.71,64.08,70.85,70.83,79.77,87.92,92.34,78.9,nord
RH2M,2005,92.62,89.63,82.19,78.5,79.16,74.58,75.99,79.79,75.93,79.33,85.65,91.63,82.06,nord
RH2M,2006,86.65,89.74,84.67,81.73,76.43,80.43,70.63,75.81,72.17,73.43,88.64,88.66,80.68,nord
RH2M,2007,90.89,87.62,77.18,66.44,69.08,61.16,54.96,66.82,76.35,78.2,88.24,92.1,75.69,nord
RH2M,2008,89.75,85.56,82.14,80.31,77.48,74.42,72.24,67.74,70.96,80.77,83.59,90.62,79.62,nord
RH2M,2009,89.51,88.85,83.47,68.71,66.01,67.99,63.49,62.61,59.29,77.85,88.97,89.46,75.45,nord
RH2M,2010,90.36,91.51,83.95,79.32,82.21,80.62,80.71,75.13,80.5,78.59,86.52,91.94,83.4,nord
RH2M,2011,93.45,87.63,79.86,74.1,73.94,70.18,72.59,63.35,60.35,67.62,79.35,89.68,75.97,nord
RH2M,2012,92.23,92.26,75.05,73.14,71.93,67.87,51.45,51.5,55.74,73.02,83.22,91.51,73.17,nord
RH2M,2013,92.02,85.86,81.87,78.29,75.0,80.42,68.49,59.85,71.48,76.41,85.08,86.24,78.35,nord
RH2M,2014,88.89,81.28,72.18,73.34,70.07,66.99,71.34,66.07,64.13,77.07,83.04,90.89,75.43,nord
RH2M,2015,90.54,82.1,77.96,70.77,73.53,64.39,58.92,54.62,69.54,79.21,83.72,92.49,74.79,nord
RH2M,2016,90.3,89.82,81.33,76.43,76.12,77.22,68.6,64.97,62.21,80.48,87.34,92.79,78.94,nord
RH2M,2017,92.47,85.24,80.3,74.14,75.33,70.83,60.12,53.51,68.39,77.46,90.87,93.5,76.79,nord
RH2M,2018,91.02,86.55,87.08,76.5,72.07,78.62,78.72,65.08,66.02,70.71,77.28,91.26,78.38,nord
RH2M,2019,95.63,88.56,79.24,74.25,81.77,76.87,66.67,61.27,56.07,67.79,85.83,89.31,76.88,nord
RH2M,2020,89.23,85.84,77.11,63.26,75.31,80.64,77.53,67.43,66.06,86.16,87.81,91.48,79.0,nord
RH2M,2021,91.57,89.43,81.25,79.65,79.33,75.18,68.86,63.21,68.75,69.8,83.68,92.48,78.53,nord
RH2M,2022,92.61,88.78,71.73,78.02,70.35,61.23,52.22,64.24,82.26,84.52,90.24,90.69,77.14,nord
RH2M,2023,91.04,90.0,81.89,80.47,75.85,78.17,71.99,62.57,63.52,70.71,88.41,93.45,78.93,nord
RH2M,2024,89.08,87.34,81.43,76.07,71.08,70.84,61.29,53.57,59.65,73.36,83.1,90.76,74.76,nord
RH2M,2025,89.97,75.55,73.79,72.79,76.35,60.23,59.26,55.66,65.38,78.61,88.61,88.37,73.72,nord
T2M,1984,-3.31,-4.27,0.61,7.0,13.35,14.48,16.23,17.76,15.17,10.08,2.16,-3.9,7.15,nord
T2M,1985,-9.36,-10.88,1.14,8.06,14.67,14.45,17.92,18.94,13.17,7.48,1.32,-0.62,6.47,nord
T2M,1986,-3.99,-5.59,2.3,10.32,15.42,17.46,18.13,20.44,15.63,8.18,2.37,-4.2,8.11,nord
T2M,1987,-8.43,-2.68,-2.24,6.49,12.02,17.42,22.45,16.6,16.9,7.91,3.37,-2.94,7.28,nord
T2M,1988,-0.88,-1.23,1.33,6.61,13.64,15.52,20.76,19.86,14.16,7.34,-3.0,-4.29,7.52,nord
T2M,1989,-5.56,-1.45,4.53,10.87,12.6,15.57,18.94,18.97,13.63,8.53,0.94,-2.47,7.98,nord
T2M,1990,-3.51,1.54,6.11,8.77,14.08,16.86,19.75,20.25,12.13,9.11,3.6,-2.05,8.93,nord
T2M,1991,-3.2,-3.76,4.74,7.56,10.71,17.68,20.67,18.17,14.64,7.82,2.99,-5.92,7.74,nord
T2M,1992,-5.21,-3.86,2.22,8.07,12.44,17.22,20.01,24.25,13.4,7.93,1.63,-4.01,7.88,nord
T2M,1993,-3.96,-5.18,0.3,6.42,14.7,16.99,18.16,19.0,12.08,9.74,-1.63,-1.14,7.21,nord
T2M,1994,-1.34,-1.21,3.49,9.07,13.31,17.28,21.76,20.65,18.59,7.58,1.78,-2.73,9.07,nord
T2M,1995,-5.92,0.22,2.06,6.52,12.12,17.42,21.88,19.38,12.62,9.35,-1.32,-3.23,7.64,nord
T2M,1996,-5.93,-5.66,-2.66,7.29,15.27,18.75,18.21,18.71,10.41,7.95,4.17,-3.94,6.91,nord
T2M,1997,-6.24,-3.33,0.69,3.77,13.67,16.94,17.65,17.8,12.34,5.36,2.49,-1.84,6.67,nord
T2M,1998,-2.19,-0.06,-0.67,9.11,12.47,17.72,18.71,19.65,13.23,8.43,-0.69,-6.69,7.45,nord
T2M,1999,-2.6,-3.46,2.58,8.39,12.24,19.22,21.66,19.96,16.42,8.45,1.06,-2.32,8.53,nord
T2M,2000,-8.93,-2.6,1.43,10.22,15.41,19.46,19.64,21.77,13.63,10.61,6.53,0.53,9.0,nord
T2M,2001,-1.9,-0.99,4.41,8.73,14.54,16.49,20.88,21.44,13.37,10.68,0.22,-9.63,8.25,nord
T2M,2002,-5.8,1.48,4.17,8.15,16.36,19.0,22.64,19.9,14.24,8.13,3.67,-4.73,8.97,nord
T2M,2003,-5.49,-7.8,1.12,6.12,18.12,20.5,20.16,20.88,14.0,6.15,4.17,-2.24,8.07,nord
T2M,2004,-6.62,-3.82,2.25,8.44,12.13,17.28,20.23,18.78,13.91,9.82,3.17,-1.8,7.85,nord
T2M,2005,-4.19,-5.65,-0.17,8.14,13.9,16.12,18.89,18.36,14.87,8.55,2.05,-2.16,7.47,nord
T2M,2006,-6.51,-4.29,1.35,8.94,12.93,16.71,19.99,17.89,14.9,9.88,3.7,-0.48,7.98,nord
T2M,2007,0.2,-0.3,5.02,8.69,15.78,19.77,21.68,20.61,12.63,8.5,0.23,-3.55,9.17,nord
T2M,2008,-2.92,0.06,3.45,8.56,13.54,18.03,18.72,19.91,13.43,9.75,3.42,-1.0,8.77,nord
T2M,2009,-3.83,-1.9,1.61,10.61,14.52,18.21,20.64,20.58,16.61,8.97,4.82,-1.13,9.2,nord
T2M,2010,-5.11,-2.11,1.91,8.59,13.92,17.95,19.81,19.95,12.99,5.66,6.28,-2.57,8.15,nord
T2M,2011,-3.76,-4.13,2.5,8.31,14.07,18.22,19.3,20.1,17.54,7.64,0.75,-0.63,8.4,nord
T2M,2012,-5.68,-8.69,1.78,9.85,15.28,19.72,24.19,21.56,18.08,10.74,5.05,-4.62,8.99,nord
T2M,2013,-3.99,-0.67,1.08,9.79,14.96,17.78,19.44,21.17,12.31,10.14,5.76,-2.65,8.81,nord
T2M,2014,-0.8,1.68,6.12,9.64,14.19,17.48,19.92,19.68,15.85,9.71,4.25,-0.89,9.78,nord
T2M,2015,-2.14,-1.36,3.59,7.45,14.69,18.6,21.96,22.56,17.28,8.19,4.48,-0.15,9.66,nord
T2M,2016,-4.37,2.41,3.96,11.25,12.92,18.96,20.41,19.95,17.24,6.69,1.76,-5.81,8.78,nord
T2M,2017,-8.92,0.01,5.62,7.83,14.12,18.97,20.58,22.67,14.81,8.65,3.35,-0.96,8.94,nord
T2M,2018,-1.62,-3.13,1.16,13.19,16.59,18.61,18.99,21.96,15.97,11.24,4.68,-2.96,9.62,nord
T2M,2019,-5.25,-1.59,4.23,9.22,13.36,20.07,19.43,21.75,16.64,11.52,7.52,0.32,9.82,nord
T2M,2020,-3.11,0.22,4.2,8.1,11.73,17.79,19.05,20.61,17.54,10.35,2.45,0.77,9.16,nord
T2M,2021,-2.02,-0.06,1.2,5.79,12.25,18.31,22.03,20.13,14.13,7.59,4.23,-1.03,8.59,nord
T2M,2022,-4.38,-0.73,1.26,7.04,14.65,20.27,22.45,22.09,13.3,10.38,4.95,0.65,9.39,nord
T2M,2023,1.7,-1.87,4.12,7.07,13.8,17.7,20.86,22.32,18.81,12.09,3.66,0.33,10.13,nord
T2M,2024,-2.12,4.09,6.09,11.17,14.53,20.84,23.36,23.67,17.71,10.33,1.42,-0.76,10.88,nord
T2M,2025,-0.39,-2.01,6.48,9.85,11.89,20.29,21.86,21.2,17.06,7.44,5.8,0.74,10.08,nord
T2MDEW,1984,-4.43,-6.35,-3.1,1.17,9.35,10.04,11.08,10.56,9.17,6.39,-0.81,-5.37,3.17,nord
T2MDEW,1985,-10.63,-11.94,-2.05,4.1,10.72,10.69,12.47,11.93,6.33,2.66,-1.25,-1.71,2.7,nord
T2MDEW,1986,-5.18,-7.86,-1.07,5.28,8.7,10.55,11.57,11.27,5.58,0.81,-0.56,-6.56,2.77,nord
T2MDEW,1987,-9.6,-4.78,-6.24,1.56,7.63,11.62,11.42,8.98,7.67,1.92,1.66,-4.55,2.3,nord
T2MDEW,1988,-2.23,-3.59,-1.35,3.02,9.26,11.65,14.27,10.65,8.72,0.75,-5.85,-5.2,3.37,nord
T2MDEW,1989,-6.62,-3.56,0.51,5.69,7.42,10.92,10.5,12.07,9.0,5.01,-1.86,-3.82,3.81,nord
T2MDEW,1990,-4.91,-1.51,0.47,2.6,5.92,8.87,9.05,7.14,4.82,2.31,1.67,-3.99,2.72,nord
T2MDEW,1991,-4.91,-6.84,-0.53,1.24,5.5,10.59,13.29,11.52,7.98,3.83,0.83,-7.51,2.97,nord
T2MDEW,1992,-6.71,-5.63,-1.93,3.38,4.77,11.16,10.45,10.16,4.71,3.94,0.03,-5.88,2.39,nord
T2MDEW,1993,-5.88,-7.87,-2.41,2.46,9.05,9.32,9.81,10.17,6.81,5.36,-5.09,-2.09,2.55,nord
T2MDEW,1994,-2.55,-3.37,0.01,4.72,7.91,10.15,11.3,9.41,9.73,2.91,-1.21,-4.21,3.77,nord
T2MDEW,1995,-7.08,-2.0,-1.44,2.35,7.29,11.43,11.18,9.05,7.21,3.62,-3.6,-5.23,2.75,nord
T2MDEW,1996,-7.63,-7.41,-5.79,2.55,10.15,9.51,9.41,10.34,6.94,4.5,2.62,-5.05,2.53,nord
T2MDEW,1997,-7.46,-4.97,-3.21,0.01,8.73,12.05,12.57,11.99,6.56,1.42,0.5,-3.56,2.93,nord
T2MDEW,1998,-3.78,-2.89,-3.99,4.94,7.78,12.84,13.23,9.76,7.69,5.62,-2.65,-8.55,3.36,nord
T2MDEW,1999,-4.06,-4.85,-0.78,4.98,7.26,12.74,12.58,10.65,8.34,3.62,-2.68,-3.76,3.72,nord
T2MDEW,2000,-9.73,-4.56,-1.54,5.52,6.27,7.03,9.06,7.76,5.34,1.72,1.99,-2.1,2.24,nord
T2MDEW,2001,-4.38,-4.23,0.63,2.33,6.11,8.61,12.72,11.07,8.08,5.89,-2.35,-10.83,2.85,nord
T2MDEW,2002,-6.57,-1.48,-1.11,2.68,7.62,9.96,12.45,10.26,6.51,3.86,1.84,-7.46,3.23,nord
T2MDEW,2003,-6.61,-10.02,-2.75,1.04,10.23,9.87,12.01,9.95,6.06,2.61,1.84,-4.78,2.53,nord
T2MDEW,2004,-7.91,-5.3,-0.92,3.65,7.49,10.38,12.38,12.81,7.98,6.16,1.15,-3.02,3.76,nord
T2MDEW,2005,-5.46,-7.33,-3.16,4.22,10.03,11.28,14.24,14.55,10.36,4.74,-0.32,-3.57,4.2,nord
T2MDEW,2006,-8.64,-6.0,-1.16,5.71,8.53,13.06,13.97,13.14,9.36,4.82,1.93,-2.22,4.43,nord
T2MDEW,2007,-1.16,-2.29,0.88,2.1,9.45,11.29,10.89,13.45,8.16,4.49,-1.67,-4.91,4.27,nord
T2MDEW,2008,-4.54,-2.25,0.43,5.03,9.35,13.05,13.04,13.11,7.44,6.33,0.66,-2.49,4.95,nord
T2MDEW,2009,-5.53,-3.72,-1.14,4.5,7.45,11.51,12.63,12.36,7.78,4.79,3.08,-2.73,4.29,nord
T2MDEW,2010,-6.66,-3.5,-0.82,4.88,10.69,14.3,16.15,15.06,9.4,1.85,4.05,-3.86,5.17,nord
T2MDEW,2011,-4.82,-6.21,-1.0,3.42,9.02,12.07,13.68,12.16,8.94,1.2,-2.82,-2.18,3.68,nord
T2MDEW,2012,-6.99,-10.04,-2.81,4.68,9.66,12.89,12.21,9.65,7.83,5.47,2.23,-6.1,3.26,nord
T2MDEW,2013,-5.37,-2.99,-1.92,5.77,10.01,14.1,12.92,12.01,6.57,5.69,3.27,-4.89,4.63,nord
T2MDEW,2014,-2.45,-1.36,0.83,4.59,8.24,10.59,14.0,12.46,8.27,5.42,1.43,-2.28,5.02,nord
T2MDEW,2015,-3.6,-4.31,-0.31,1.87,9.53,11.06,12.63,11.7,10.89,4.45,1.59,-1.28,4.57,nord
T2MDEW,2016,-5.88,0.89,0.77,6.83,8.42,14.54,13.87,12.44,9.1,3.22,-0.29,-7.12,4.72,nord
T2MDEW,2017,-10.24,-2.36,2.16,2.99,9.38,13.01,11.67,11.46,8.21,4.45,1.96,-2.01,4.25,nord
T2MDEW,2018,-3.09,-5.28,-0.94,8.75,10.98,14.53,14.94,14.45,8.86,5.37,0.69,-4.44,5.46,nord
T2MDEW,2019,-6.19,-3.5,0.59,4.44,10.04,15.57,12.48,13.11,6.73,5.05,5.16,-1.37,5.22,nord
T2MDEW,2020,-4.84,-2.06,0.21,0.94,7.03,14.13,14.76,13.74,10.21,7.98,0.55,-0.5,5.2,nord
T2MDEW,2021,-3.41,-1.77,-1.91,2.19,8.44,13.45,15.36,12.02,7.75,1.79,1.48,-2.25,4.46,nord
T2MDEW,2022,-5.67,-2.62,-3.85,3.06,8.83,11.62,10.76,14.02,10.08,7.69,3.44,-0.74,4.75,nord
T2MDEW,2023,0.36,-3.53,1.03,3.62,9.22,13.59,15.21,14.05,10.96,6.4,1.74,-0.67,6.06,nord
T2MDEW,2024,-3.91,2.07,2.89,6.71,8.86,14.93,14.52,12.46,8.4,5.21,-1.57,-2.24,5.7,nord
T2MDEW,2025,-1.89,-6.16,1.64,4.69,7.42,11.43,12.22,10.96,9.74,3.61,3.94,-1.07,4.77,nord
T2MWET,1984,-3.87,-5.31,-1.25,4.09,11.35,12.26,13.65,14.16,12.17,8.23,0.67,-4.64,5.16,nord
T2MWET,1985,-10.0,-11.41,-0.46,6.08,12.7,12.57,15.19,15.44,9.75,5.07,0.04,-1.16,4.59,nord
T2MWET,1986,-4.59,-6.72,0.62,7.8,12.06,14.01,14.85,15.85,10.6,4.49,0.9,-5.38,5.44,nord
T2MWET,1987,-9.02,-3.73,-4.24,4.02,9.83,14.52,16.93,12.79,12.28,4.92,2.52,-3.75,4.79,nord
T2MWET,1988,-1.55,-2.41,-0.01,4.82,11.45,13.59,17.52,15.25,11.44,4.04,-4.43,-4.74,5.45,nord
T2MWET,1989,-6.09,-2.51,2.52,8.28,10.01,13.24,14.72,15.52,11.32,6.77,-0.46,-3.14,5.89,nord
T2MWET,1990,-4.21,0.01,3.29,5.68,10.0,12.86,14.4,13.69,8.47,5.71,2.63,-3.02,5.82,nord
T2MWET,1991,-4.05,-5.3,2.11,4.4,8.11,14.14,16.98,14.85,11.31,5.83,1.91,-6.72,5.36,nord
T2MWET,1992,-5.96,-4.74,0.14,5.73,8.61,14.19,15.23,17.21,9.06,5.94,0.83,-4.95,5.14,nord
T2MWET,1993,-4.92,-6.52,-1.05,4.44,11.88,13.15,13.98,14.58,9.45,7.55,-3.36,-1.61,4.88,nord
T2MWET,1994,-1.94,-2.29,1.75,6.89,10.61,13.71,16.53,15.03,14.16,5.25,0.29,-3.47,6.42,nord
T2MWET,1995,-6.5,-0.89,0.31,4.43,9.71,14.43,16.53,14.22,9.91,6.49,-2.46,-4.23,5.2,nord
T2MWET,1996,-6.78,-6.53,-4.23,4.92,12.71,14.13,13.81,14.53,8.68,6.23,3.39,-4.49,4.73,nord
T2MWET,1997,-6.85,-4.15,-1.26,1.89,11.2,14.5,15.11,14.89,9.45,3.39,1.5,-2.7,4.8,nord
T2MWET,1998,-2.98,-1.48,-2.33,7.03,10.13,15.28,15.97,14.71,10.46,7.02,-1.67,-7.62,5.41,nord
T2MWET,1999,-3.33,-4.15,0.9,6.69,9.75,15.98,17.12,15.31,12.38,6.03,-0.81,-3.04,6.13,nord
T2MWET,2000,-9.33,-3.58,-0.05,7.87,10.84,13.25,14.35,14.76,9.48,6.16,4.26,-0.79,5.62,nord
T2MWET,2001,-3.14,-2.61,2.52,5.53,10.32,12.55,16.8,16.26,10.72,8.28,-1.06,-10.23,5.55,nord
T2MWET,2002,-6.18,0.0,1.53,5.41,11.99,14.48,17.54,15.08,10.37,6.0,2.76,-6.1,6.1,nord
T2MWET,2003,-6.05,-8.91,-0.81,3.58,14.18,15.18,16.09,15.41,10.03,4.38,3.0,-3.51,5.3,nord
T2MWET,2004,-7.26,-4.56,0.67,6.05,9.81,13.83,16.31,15.8,10.95,7.99,2.16,-2.41,5.81,nord
T2MWET,2005,-4.83,-6.49,-1.66,6.18,11.96,13.7,16.56,16.46,12.61,6.64,0.86,-2.86,5.83,nord
T2MWET,2006,-7.57,-5.15,0.1,7.33,10.73,14.89,16.98,15.51,12.13,7.35,2.82,-1.35,6.21,nord
