Area,Element,Year,Unit,Value
Western Asia,Production,1963,tonnes,500130.0
Western Asia,Production,1964,tonnes,577937.0
Western Asia,Production,1965,tonnes,589020.0
Western Asia,Production,1966,tonnes,672630.0
Western Asia,Production,1967,tonnes,932481.0
Western Asia,Production,1968,tonnes,973031.0
Western Asia,Production,1969,tonnes,811613.0
Western Asia,Production,1970,tonnes,946424.0
Western Asia,Production,1971,tonnes,1100809.0
Western Asia,Production,1972,tonnes,1243161.0
Western Asia,Production,1973,tonnes,1211152.0
Western Asia,Production,1974,tonnes,1289217.0
Western Asia,Production,1975,tonnes,1244322.0
Western Asia,Production,1976,tonnes,1313812.0
Western Asia,Production,1977,tonnes,1264757.0
Western Asia,Production,1978,tonnes,1471631.0
Western Asia,Production,1979,tonnes,1795514.0
Western Asia,Production,1980,tonnes,1806854.0
Western Asia,Production,1981,tonnes,1863522.0
Western Asia,Production,1982,tonnes,2106224.0
Western Asia,Production,1983,tonnes,2265032.0
Western Asia,Production,1984,tonnes,2406249.0
Western Asia,Production,1985,tonnes,2384548.0
Western Asia,Production,1986,tonnes,2346388.0
Western Asia,Production,1987,tonnes,2196934.0
Western Asia,Production,1988,tonnes,2558851.0
Western Asia,Production,1989,tonnes,2456605.0
Western Asia,Production,1990,tonnes,2512699.0
Western Asia,Production,1991,tonnes,2525729.0
Western Asia,Production,1992,tonnes,3144543.0
Western Asia,Production,1993,tonnes,3016710.0
Western Asia,Production,1994,tonnes,3047344.0
Western Asia,Production,1995,tonnes,3168767.0
Western Asia,Production,1996,tonnes,3244032.0
Western Asia,Production,1997,tonnes,3599009.0
Western Asia,Production,1998,tonnes,3464358.0
Western Asia,Production,1999,tonnes,3424609.0
Western Asia,Production,2000,tonnes,3268477.0
Western Asia,Production,2001,tonnes,3294774.0
Western Asia,Production,2002,tonnes,3038244.0
Western Asia,Production,2003,tonnes,3589882.0
Western Asia,Production,2004,tonnes,3092427.0
Western Asia,Production,2005,tonnes,3572907.0
Western Asia,Production,2006,tonnes,3028839.0
Western Asia,Production,2007,tonnes,3456875.0
Western Asia,Production,2008,tonnes,3551466.0
Western Asia,Production,2009,tonnes,3897589.0
Western Asia,Production,2010,tonnes,3664358.0
Western Asia,Production,2011,tonnes,3721675.0
Western Asia,Production,2012,tonnes,3978720.0
Western Asia,Production,2013,tonnes,4180366.0
Western Asia,Production,2014,tonnes,3733408.0
Western Asia,Production,2015,tonnes,3767363.0
Western Asia,Production,2016,tonnes,4219290.0
Western Asia,Production,2017,tonnes,4274992.0
Western Asia,Production,2018,tonnes,5012102.0
Western Asia,Production,2019,tonnes,4766492.0
Europe,Area harvested,1961,ha,1114747.0
Europe,Area harvested,1962,ha,1201041.0
Europe,Area harvested,1963,ha,1238731.0
Europe,Area harvested,1964,ha,1275022.0
Europe,Area harvested,1965,ha,1333192.0
Europe,Area harvested,1966,ha,1269223.0
Europe,Area harvested,1967,ha,1392973.0
Europe,Area harvested,1968,ha,1453711.0
Europe,Area harvested,1969,ha,1488376.0
Europe,Area harvested,1970,ha,1947523.0
Europe,Area harvested,1971,ha,1914764.0
Europe,Area harvested,1972,ha,1974869.0
Europe,Area harvested,1973,ha,1955610.0
Europe,Area harvested,1974,ha,1971164.0
Europe,Area harvested,1975,ha,2074684.0
Europe,Area harvested,1976,ha,2102646.0
Europe,Area harvested,1977,ha,2076783.0
Europe,Area harvested,1978,ha,2056508.0
Europe,Area harvested,1979,ha,2164235.0
Europe,Area harvested,1980,ha,1887812.0
Europe,Area harvested,1981,ha,1860049.0
Europe,Area harvested,1982,ha,2013947.0
Europe,Area harvested,1983,ha,1971089.0
Europe,Area harvested,1984,ha,1983150.0
Europe,Area harvested,1985,ha,2484422.0
Europe,Area harvested,1986,ha,2421570.0
Europe,Area harvested,1987,ha,2334254.0
Europe,Area harvested,1988,ha,2337898.0
Europe,Area harvested,1989,ha,2277809.0
Europe,Area harvested,1990,ha,2261092.0
Europe,Area harvested,1991,ha,2013084.0
Europe,Area harvested,1992,ha,1722828.0
Europe,Area harvested,1993,ha,1751462.0
Europe,Area harvested,1994,ha,1794033.0
Europe,Area harvested,1995,ha,1707927.0
Europe,Area harvested,1996,ha,1660569.0
Europe,Area harvested,1997,ha,1665323.0
Europe,Area harvested,1998,ha,1525182.0
Europe,Area harvested,1999,ha,1556489.0
Europe,Area harvested,2000,ha,1598844.0
Europe,Area harvested,2001,ha,1520030.0
Europe,Area harvested,2002,ha,1521133.0
Europe,Area harvested,2003,ha,1354773.0
Europe,Area harvested,2004,ha,1340290.0
Europe,Area harvested,2005,ha,1322919.0
Europe,Area harvested,2006,ha,1242248.0
Europe,Area harvested,2007,ha,1232046.0
Europe,Area harvested,2008,ha,1049741.0
Europe,Area harvested,2009,ha,1034160.0
Europe,Area harvested,2010,ha,1014697.0
Europe,Area harvested,2011,ha,1017368.0
Europe,Area harvested,2012,ha,1009570.0
Europe,Area harvested,2013,ha,1023303.0
Europe,Area harvested,2014,ha,977725.0
Europe,Area harvested,2015,ha,1008534.0
Europe,Area harvested,2016,ha,989907.0
Europe,Area harvested,2017,ha,952207.0
Europe,Area harvested,2018,ha,1011811.0
Europe,Area harvested,2019,ha,995578.0
Europe,Yield,1961,hg/ha,97718.0
Europe,Yield,1962,hg/ha,126828.0
Europe,Yield,1963,hg/ha,114329.0
Europe,Yield,1964,hg/ha,118764.0
Europe,Yield,1965,hg/ha,104708.0
Europe,Yield,1966,hg/ha,113705.0
Europe,Yield,1967,hg/ha,126547.0
Europe,Yield,1968,hg/ha,110959.0
Europe,Yield,1969,hg/ha,120973.0
Europe,Yield,1970,hg/ha,94717.0
Europe,Yield,1971,hg/ha,91968.0
Europe,Yield,1972,hg/ha,79627.0
Europe,Yield,1973,hg/ha,100118.0
Europe,Yield,1974,hg/ha,85499.0
Europe,Yield,1975,hg/ha,96590.0
Europe,Yield,1976,hg/ha,96815.0
Europe,Yield,1977,hg/ha,89591.0
Europe,Yield,1978,hg/ha,95327.0
Europe,Yield,1979,hg/ha,101499.0
Europe,Yield,1980,hg/ha,101813.0
Europe,Yield,1981,hg/ha,93186.0
Europe,Yield,1982,hg/ha,123182.0
Europe,Yield,1983,hg/ha,114055.0
Europe,Yield,1984,hg/ha,115303.0
Europe,Yield,1985,hg/ha,84394.0
Europe,Yield,1986,hg/ha,102112.0
Europe,Yield,1987,hg/ha,77321.0
Europe,Yield,1988,hg/ha,93794.0
Europe,Yield,1989,hg/ha,92557.0
Europe,Yield,1990,hg/ha,86929.0
Europe,Yield,1991,hg/ha,71734.0
Europe,Yield,1992,hg/ha,103737.0
Europe,Yield,1993,hg/ha,107403.0
Europe,Yield,1994,hg/ha,81467.0
Europe,Yield,1995,hg/ha,82141.0
Europe,Yield,1996,hg/ha,97910.0
Europe,Yield,1997,hg/ha,103165.0
Europe,Yield,1998,hg/ha,92339.0
Europe,Yield,1999,hg/ha,92484.0
Europe,Yield,2000,hg/ha,110648.0
Europe,Yield,2001,hg/ha,104668.0
Europe,Yield,2002,hg/ha,102791.0
Europe,Yield,2003,hg/ha,112517.0
Europe,Yield,2004,hg/ha,122414.0
Europe,Yield,2005,hg/ha,113033.0
Europe,Yield,2006,hg/ha,121009.0
Europe,Yield,2007,hg/ha,119459.0
Europe,Yield,2008,hg/ha,145711.0
Europe,Yield,2009,hg/ha,151287.0
Europe,Yield,2010,hg/ha,136660.0
Europe,Yield,2011,hg/ha,145808.0
Europe,Yield,2012,hg/ha,145502.0
Europe,Yield,2013,hg/ha,157528.0
Europe,Yield,2014,hg/ha,178893.0
Europe,Yield,2015,hg/ha,170632.0
Europe,Yield,2016,hg/ha,174395.0
Europe,Yield,2017,hg/ha,149914.0
Europe,Yield,2018,hg/ha,194297.0
Europe,Yield,2019,hg/ha,171705.0
Europe,Production,1961,tonnes,10893040.0
Europe,Production,1962,tonnes,15232609.0
Europe,Production,1963,tonnes,14162309.0
Europe,Production,1964,tonnes,15142611.0
Europe,Production,1965,tonnes,13959648.0
Europe,Production,1966,tonnes,14431733.0
Europe,Production,1967,tonnes,17627715.0
Europe,Production,1968,tonnes,16130248.0
Europe,Production,1969,tonnes,18005339.0
Europe,Production,1970,tonnes,18446315.0
Europe,Production,1971,tonnes,17609760.0
Europe,Production,1972,tonnes,15725385.0
Europe,Production,1973,tonnes,19579097.0
Europe,Production,1974,tonnes,16853219.0
Europe,Production,1975,tonnes,20039465.0
Europe,Production,1976,tonnes,20356863.0
Europe,Production,1977,tonnes,18606106.0
Europe,Production,1978,tonnes,19604041.0
Europe,Production,1979,tonnes,21966773.0
Europe,Production,1980,tonnes,19220378.0
Europe,Production,1981,tonnes,17333083.0
Europe,Production,1982,tonnes,24808266.0
Europe,Production,1983,tonnes,22481240.0
Europe,Production,1984,tonnes,22866276.0
Europe,Production,1985,tonnes,20967037.0
Europe,Production,1986,tonnes,24727237.0
Europe,Production,1987,tonnes,18048626.0
Europe,Production,1988,tonnes,21928046.0
Europe,Production,1989,tonnes,21082804.0
Europe,Production,1990,tonnes,19655392.0
Europe,Production,1991,tonnes,14440557.0
Europe,Production,1992,tonnes,17872017.0
Europe,Production,1993,tonnes,18811198.0
Europe,Production,1994,tonnes,14615523.0
Europe,Production,1995,tonnes,14029040.0
Europe,Production,1996,tonnes,16258692.0
Europe,Production,1997,tonnes,17180350.0
Europe,Production,1998,tonnes,14083451.0
Europe,Production,1999,tonnes,14395025.0
Europe,Production,2000,tonnes,17690847.0
Europe,Production,2001,tonnes,15909823.0
Europe,Production,2002,tonnes,15635816.0
Europe,Production,2003,tonnes,15243542.0
Europe,Production,2004,tonnes,16407073.0
Europe,Production,2005,tonnes,14953320.0
Europe,Production,2006,tonnes,15032299.0
Europe,Production,2007,tonnes,14717905.0
Europe,Production,2008,tonnes,15295843.0
Europe,Production,2009,tonnes,15645484.0
Europe,Production,2010,tonnes,13866817.0
Europe,Production,2011,tonnes,14834040.0
Europe,Production,2012,tonnes,14689463.0
Europe,Production,2013,tonnes,16119920.0
Europe,Production,2014,tonnes,17490862.0
Europe,Production,2015,tonnes,17208801.0
Europe,Production,2016,tonnes,17263515.0
Europe,Production,2017,tonnes,14274875.0
Europe,Production,2018,tonnes,19659204.0
Europe,Production,2019,tonnes,17094614.0
Eastern Europe,Area harvested,1961,ha,811685.0
Eastern Europe,Area harvested,1962,ha,887443.0
Eastern Europe,Area harvested,1963,ha,921513.0
Eastern Europe,Area harvested,1964,ha,948382.0
Eastern Europe,Area harvested,1965,ha,1005972.0
Eastern Europe,Area harvested,1966,ha,951655.0
Eastern Europe,Area harvested,1967,ha,1096983.0
Eastern Europe,Area harvested,1968,ha,1154421.0
Eastern Europe,Area harvested,1969,ha,1196124.0
Eastern Europe,Area harvested,1970,ha,1655275.0
Eastern Europe,Area harvested,1971,ha,1618147.0
Eastern Europe,Area harvested,1972,ha,1674773.0
Eastern Europe,Area harvested,1973,ha,1649333.0
Eastern Europe,Area harvested,1974,ha,1657642.0
Eastern Europe,Area harvested,1975,ha,1760607.0
Eastern Europe,Area harvested,1976,ha,1790283.0
Eastern Europe,Area harvested,1977,ha,1776071.0
Eastern Europe,Area harvested,1978,ha,1756202.0
Eastern Europe,Area harvested,1979,ha,1872025.0
Eastern Europe,Area harvested,1980,ha,1597416.0
Eastern Europe,Area harvested,1981,ha,1571928.0
Eastern Europe,Area harvested,1982,ha,1727087.0
Eastern Europe,Area harvested,1983,ha,1682031.0
Eastern Europe,Area harvested,1984,ha,1681767.0
Eastern Europe,Area harvested,1985,ha,1935578.0
Eastern Europe,Area harvested,1986,ha,1880773.0
Eastern Europe,Area harvested,1987,ha,1814452.0
Eastern Europe,Area harvested,1988,ha,1812455.0
Eastern Europe,Area harvested,1989,ha,1763241.0
Eastern Europe,Area harvested,1990,ha,1778378.0
Eastern Europe,Area harvested,1991,ha,1620077.0
Eastern Europe,Area harvested,1992,ha,1290785.0
Eastern Europe,Area harvested,1993,ha,1328827.0
Eastern Europe,Area harvested,1994,ha,1378953.0
Eastern Europe,Area harvested,1995,ha,1301204.0
Eastern Europe,Area harvested,1996,ha,1253494.0
Eastern Europe,Area harvested,1997,ha,1261925.0
Eastern Europe,Area harvested,1998,ha,1133305.0
Eastern Europe,Area harvested,1999,ha,1168759.0
Eastern Europe,Area harvested,2000,ha,1126266.0
Eastern Europe,Area harvested,2001,ha,1123119.0
Eastern Europe,Area harvested,2002,ha,1148636.0
Eastern Europe,Area harvested,2003,ha,999538.0
Eastern Europe,Area harvested,2004,ha,991106.0
Eastern Europe,Area harvested,2005,ha,977404.0
Eastern Europe,Area harvested,2006,ha,902421.0
Eastern Europe,Area harvested,2007,ha,897274.0
Eastern Europe,Area harvested,2008,ha,723385.0
Eastern Europe,Area harvested,2009,ha,706857.0
Eastern Europe,Area harvested,2010,ha,694326.0
Eastern Europe,Area harvested,2011,ha,694915.0
Eastern Europe,Area harvested,2012,ha,700511.0
Eastern Europe,Area harvested,2013,ha,706986.0
Eastern Europe,Area harvested,2014,ha,666177.0
Eastern Europe,Area harvested,2015,ha,678798.0
Eastern Europe,Area harvested,2016,ha,673309.0
Eastern Europe,Area harvested,2017,ha,644313.0
Eastern Europe,Area harvested,2018,ha,667428.0
Eastern Europe,Area harvested,2019,ha,664859.0
Eastern Europe,Yield,1961,hg/ha,35905.0
Eastern Europe,Yield,1962,hg/ha,33278.0
Eastern Europe,Yield,1963,hg/ha,42150.0
Eastern Europe,Yield,1964,hg/ha,48092.0
Eastern Europe,Yield,1965,hg/ha,38768.0
Eastern Europe,Yield,1966,hg/ha,50061.0
Eastern Europe,Yield,1967,hg/ha,51698.0
Eastern Europe,Yield,1968,hg/ha,51030.0
Eastern Europe,Yield,1969,hg/ha,50254.0
Eastern Europe,Yield,1970,hg/ha,43307.0
Eastern Europe,Yield,1971,hg/ha,43286.0
Eastern Europe,Yield,1972,hg/ha,39787.0
Eastern Europe,Yield,1973,hg/ha,47785.0
Eastern Europe,Yield,1974,hg/ha,42950.0
Eastern Europe,Yield,1975,hg/ha,47024.0
Eastern Europe,Yield,1976,hg/ha,56439.0
Eastern Europe,Yield,1977,hg/ha,59886.0
Eastern Europe,Yield,1978,hg/ha,49130.0
Eastern Europe,Yield,1979,hg/ha,56228.0
Eastern Europe,Yield,1980,hg/ha,50173.0
Eastern Europe,Yield,1981,hg/ha,60258.0
Eastern Europe,Yield,1982,hg/ha,72254.0
Eastern Europe,Yield,1983,hg/ha,74938.0
Eastern Europe,Yield,1984,hg/ha,68170.0
Eastern Europe,Yield,1985,hg/ha,56553.0
Eastern Europe,Yield,1986,hg/ha,69750.0
Eastern Europe,Yield,1987,hg/ha,45479.0
Eastern Europe,Yield,1988,hg/ha,54337.0
Eastern Europe,Yield,1989,hg/ha,58142.0
Eastern Europe,Yield,1990,hg/ha,51928.0
Eastern Europe,Yield,1991,hg/ha,48112.0
Eastern Europe,Yield,1992,hg/ha,54060.0
Eastern Europe,Yield,1993,hg/ha,69320.0
Eastern Europe,Yield,1994,hg/ha,39333.0
Eastern Europe,Yield,1995,hg/ha,42181.0
Eastern Europe,Yield,1996,hg/ha,57567.0
Eastern Europe,Yield,1997,hg/ha,65438.0
Eastern Europe,Yield,1998,hg/ha,46757.0
Eastern Europe,Yield,1999,hg/ha,39583.0
Eastern Europe,Yield,2000,hg/ha,53280.0
Eastern Europe,Yield,2001,hg/ha,56785.0
Eastern Europe,Yield,2002,hg/ha,56178.0
Eastern Europe,Yield,2003,hg/ha,71918.0
Eastern Europe,Yield,2004,hg/ha,79030.0
Eastern Europe,Yield,2005,hg/ha,65964.0
Eastern Europe,Yield,2006,hg/ha,71809.0
Eastern Europe,Yield,2007,hg/ha,65077.0
Eastern Europe,Yield,2008,hg/ha,90604.0
Eastern Europe,Yield,2009,hg/ha,97191.0
Eastern Europe,Yield,2010,hg/ha,82488.0
Eastern Europe,Yield,2011,hg/ha,88851.0
Eastern Europe,Yield,2012,hg/ha,107181.0
Eastern Europe,Yield,2013,hg/ha,110560.0
Eastern Europe,Yield,2014,hg/ha,124766.0
Eastern Europe,Yield,2015,hg/ha,115957.0
Eastern Europe,Yield,2016,hg/ha,125946.0
Eastern Europe,Yield,2017,hg/ha,105856.0
Eastern Europe,Yield,2018,hg/ha,153514.0
Eastern Europe,Yield,2019,hg/ha,124874.0
Eastern Europe,Production,1961,tonnes,2914341.0
Eastern Europe,Production,1962,tonnes,2953275.0
Eastern Europe,Production,1963,tonnes,3884180.0
Eastern Europe,Production,1964,tonnes,4560988.0
Eastern Europe,Production,1965,tonnes,3899938.0
Eastern Europe,Production,1966,tonnes,4764063.0
Eastern Europe,Production,1967,tonnes,5671203.0
Eastern Europe,Production,1968,tonnes,5891042.0
Eastern Europe,Production,1969,tonnes,6011024.0
Eastern Europe,Production,1970,tonnes,7168556.0
Eastern Europe,Production,1971,tonnes,7004367.0
Eastern Europe,Production,1972,tonnes,6663470.0
Eastern Europe,Production,1973,tonnes,7881320.0
Eastern Europe,Production,1974,tonnes,7119587.0
Eastern Europe,Production,1975,tonnes,8279153.0
Eastern Europe,Production,1976,tonnes,10104128.0
Eastern Europe,Production,1977,tonnes,10636120.0
Eastern Europe,Production,1978,tonnes,8628167.0
Eastern Europe,Production,1979,tonnes,10525954.0
Eastern Europe,Production,1980,tonnes,8014680.0
Eastern Europe,Production,1981,tonnes,9472079.0
Eastern Europe,Production,1982,tonnes,12478947.0
Eastern Europe,Production,1983,tonnes,12604782.0
Eastern Europe,Production,1984,tonnes,11464615.0
Eastern Europe,Production,1985,tonnes,10946340.0
Eastern Europe,Production,1986,tonnes,13118334.0
Eastern Europe,Production,1987,tonnes,8252000.0
Eastern Europe,Production,1988,tonnes,9848403.0
Eastern Europe,Production,1989,tonnes,10251819.0
Eastern Europe,Production,1990,tonnes,9234835.0
Eastern Europe,Production,1991,tonnes,7794585.0
Eastern Europe,Production,1992,tonnes,6977922.0
Eastern Europe,Production,1993,tonnes,9211472.0
Eastern Europe,Production,1994,tonnes,5423880.0
Eastern Europe,Production,1995,tonnes,5488610.0
Eastern Europe,Production,1996,tonnes,7216045.0
Eastern Europe,Production,1997,tonnes,8257766.0
Eastern Europe,Production,1998,tonnes,5298989.0
Eastern Europe,Production,1999,tonnes,4626265.0
Eastern Europe,Production,2000,tonnes,6000702.0
Eastern Europe,Production,2001,tonnes,6377619.0
Eastern Europe,Production,2002,tonnes,6452775.0
Eastern Europe,Production,2003,tonnes,7188480.0
Eastern Europe,Production,2004,tonnes,7832729.0
Eastern Europe,Production,2005,tonnes,6447392.0
Eastern Europe,Production,2006,tonnes,6480214.0
Eastern Europe,Production,2007,tonnes,5839170.0
Eastern Europe,Production,2008,tonnes,6554152.0
Eastern Europe,Production,2009,tonnes,6870040.0
Eastern Europe,Production,2010,tonnes,5727388.0
Eastern Europe,Production,2011,tonnes,6174383.0
Eastern Europe,Production,2012,tonnes,7508123.0
Eastern Europe,Production,2013,tonnes,7816430.0
Eastern Europe,Production,2014,tonnes,8311647.0
Eastern Europe,Production,2015,tonnes,7871114.0
Eastern Europe,Production,2016,tonnes,8480036.0
Eastern Europe,Production,2017,tonnes,6820415.0
Eastern Europe,Production,2018,tonnes,10245972.0
Eastern Europe,Production,2019,tonnes,8302328.0
Northern Europe,Area harvested,1961,ha,34500.0
Northern Europe,Area harvested,1962,ha,36552.0
Northern Europe,Area harvested,1963,ha,35503.0
Northern Europe,Area harvested,1964,ha,37584.0
Northern Europe,Area harvested,1965,ha,34026.0
Northern Europe,Area harvested,1966,ha,30506.0
Northern Europe,Area harvested,1967,ha,27506.0
Northern Europe,Area harvested,1968,ha,28962.0
Northern Europe,Area harvested,1969,ha,33906.0
Northern Europe,Area harvested,1970,ha,34794.0
Northern Europe,Area harvested,1971,ha,34437.0
Northern Europe,Area harvested,1972,ha,32589.0
Northern Europe,Area harvested,1973,ha,32647.0
Northern Europe,Area harvested,1974,ha,33649.0
Northern Europe,Area harvested,1975,ha,32654.0
Northern Europe,Area harvested,1976,ha,32615.0
Northern Europe,Area harvested,1977,ha,30413.0
Northern Europe,Area harvested,1978,ha,31477.0
Northern Europe,Area harvested,1979,ha,31440.0
Northern Europe,Area harvested,1980,ha,31248.0
Northern Europe,Area harvested,1981,ha,30104.0
Northern Europe,Area harvested,1982,ha,30103.0
Northern Europe,Area harvested,1983,ha,31083.0
Northern Europe,Area harvested,1984,ha,30138.0
Northern Europe,Area harvested,1985,ha,49200.0
Northern Europe,Area harvested,1986,ha,48200.0
Northern Europe,Area harvested,1987,ha,45200.0
Northern Europe,Area harvested,1988,ha,44200.0
Northern Europe,Area harvested,1989,ha,43177.0
Northern Europe,Area harvested,1990,ha,41640.0
Northern Europe,Area harvested,1991,ha,29408.0
Northern Europe,Area harvested,1992,ha,79060.0
Northern Europe,Area harvested,1993,ha,75132.0
Northern Europe,Area harvested,1994,ha,75335.0
Northern Europe,Area harvested,1995,ha,77768.0
Northern Europe,Area harvested,1996,ha,63922.0
Northern Europe,Area harvested,1997,ha,71927.0
Northern Europe,Area harvested,1998,ha,70301.0
Northern Europe,Area harvested,1999,ha,65945.0
Northern Europe,Area harvested,2000,ha,65359.0
Northern Europe,Area harvested,2001,ha,67332.0
Northern Europe,Area harvested,2002,ha,61782.0
Northern Europe,Area harvested,2003,ha,51184.0
Northern Europe,Area harvested,2004,ha,51644.0
Northern Europe,Area harvested,2005,ha,50322.0
Northern Europe,Area harvested,2006,ha,51033.0
Northern Europe,Area harvested,2007,ha,45779.0
Northern Europe,Area harvested,2008,ha,42218.0
Northern Europe,Area harvested,2009,ha,41404.0
Northern Europe,Area harvested,2010,ha,40233.0
Northern Europe,Area harvested,2011,ha,40519.0
Northern Europe,Area harvested,2012,ha,42160.0
Northern Europe,Area harvested,2013,ha,41548.0
Northern Europe,Area harvested,2014,ha,40804.0
Northern Europe,Area harvested,2015,ha,39723.0
Northern Europe,Area harvested,2016,ha,39304.0
Northern Europe,Area harvested,2017,ha,40272.0
Northern Europe,Area harvested,2018,ha,35978.0
Northern Europe,Area harvested,2019,ha,35889.0
Northern Europe,Yield,1961,hg/ha,192549.0
Northern Europe,Yield,1962,hg/ha,268739.0
Northern Europe,Yield,1963,hg/ha,254288.0
Northern Europe,Yield,1964,hg/ha,288318.0
Northern Europe,Yield,1965,hg/ha,249339.0
Northern Europe,Yield,1966,hg/ha,218468.0
Northern Europe,Yield,1967,hg/ha,256867.0
Northern Europe,Yield,1968,hg/ha,262970.0
Northern Europe,Yield,1969,hg/ha,231692.0
Northern Europe,Yield,1970,hg/ha,273936.0
Northern Europe,Yield,1971,hg/ha,256230.0
Northern Europe,Yield,1972,hg/ha,208574.0
Northern Europe,Yield,1973,hg/ha,246940.0
Northern Europe,Yield,1974,hg/ha,206722.0
Northern Europe,Yield,1975,hg/ha,226768.0
Northern Europe,Yield,1976,hg/ha,213606.0
Northern Europe,Yield,1977,hg/ha,196992.0
Northern Europe,Yield,1978,hg/ha,226064.0
Northern Europe,Yield,1979,hg/ha,230223.0
Northern Europe,Yield,1980,hg/ha,210228.0
Northern Europe,Yield,1981,hg/ha,165051.0
Northern Europe,Yield,1982,hg/ha,206211.0
Northern Europe,Yield,1983,hg/ha,182947.0
Northern Europe,Yield,1984,hg/ha,197502.0
Northern Europe,Yield,1985,hg/ha,117128.0
Northern Europe,Yield,1986,hg/ha,110791.0
Northern Europe,Yield,1987,hg/ha,103091.0
Northern Europe,Yield,1988,hg/ha,117576.0
Northern Europe,Yield,1989,hg/ha,176075.0
Northern Europe,Yield,1990,hg/ha,143290.0
Northern Europe,Yield,1991,hg/ha,146772.0
Northern Europe,Yield,1992,hg/ha,87258.0
Northern Europe,Yield,1993,hg/ha,109809.0
Northern Europe,Yield,1994,hg/ha,68246.0
Northern Europe,Yield,1995,hg/ha,69413.0
Northern Europe,Yield,1996,hg/ha,61197.0
Northern Europe,Yield,1997,hg/ha,84367.0
Northern Europe,Yield,1998,hg/ha,52488.0
Northern Europe,Yield,1999,hg/ha,70850.0
Northern Europe,Yield,2000,hg/ha,66967.0
Northern Europe,Yield,2001,hg/ha,71811.0
Northern Europe,Yield,2002,hg/ha,63849.0
Northern Europe,Yield,2003,hg/ha,70079.0
Northern Europe,Yield,2004,hg/ha,58970.0
Northern Europe,Yield,2005,hg/ha,88460.0
Northern Europe,Yield,2006,hg/ha,97516.0
Northern Europe,Yield,2007,hg/ha,87537.0
Northern Europe,Yield,2008,hg/ha,103277.0
Northern Europe,Yield,2009,hg/ha,91777.0
Northern Europe,Yield,2010,hg/ha,91050.0
Northern Europe,Yield,2011,hg/ha,93716.0
Northern Europe,Yield,2012,hg/ha,84762.0
Northern Europe,Yield,2013,hg/ha,136879.0
Northern Europe,Yield,2014,hg/ha,152336.0
Northern Europe,Yield,2015,hg/ha,161197.0
Northern Europe,Yield,2016,hg/ha,169322.0
Northern Europe,Yield,2017,hg/ha,178088.0
Northern Europe,Yield,2018,hg/ha,196592.0
Northern Europe,Yield,2019,hg/ha,164868.0
Northern Europe,Production,1961,tonnes,664295.0
Northern Europe,Production,1962,tonnes,982295.0
Northern Europe,Production,1963,tonnes,902798.0
Northern Europe,Production,1964,tonnes,1083615.0
Northern Europe,Production,1965,tonnes,848400.0
Northern Europe,Production,1966,tonnes,666458.0
Northern Europe,Production,1967,tonnes,706539.0
Northern Europe,Production,1968,tonnes,761615.0
Northern Europe,Production,1969,tonnes,785574.0
Northern Europe,Production,1970,tonnes,953133.0
Northern Europe,Production,1971,tonnes,882379.0
Northern Europe,Production,1972,tonnes,679723.0
Northern Europe,Production,1973,tonnes,806184.0
Northern Europe,Production,1974,tonnes,695598.0
Northern Europe,Production,1975,tonnes,740488.0
Northern Europe,Production,1976,tonnes,696675.0
Northern Europe,Production,1977,tonnes,599112.0
Northern Europe,Production,1978,tonnes,711583.0
Northern Europe,Production,1979,tonnes,723821.0
Northern Europe,Production,1980,tonnes,656921.0
Northern Europe,Production,1981,tonnes,496870.0
Northern Europe,Production,1982,tonnes,620758.0
Northern Europe,Production,1983,tonnes,568655.0
Northern Europe,Production,1984,tonnes,595232.0
Northern Europe,Production,1985,tonnes,576269.0
Northern Europe,Production,1986,tonnes,534014.0
Northern Europe,Production,1987,tonnes,465972.0
Northern Europe,Production,1988,tonnes,519684.0
Northern Europe,Production,1989,tonnes,760239.0
Northern Europe,Production,1990,tonnes,596659.0
Northern Europe,Production,1991,tonnes,431627.0
Northern Europe,Production,1992,tonnes,689865.0
Northern Europe,Production,1993,tonnes,825017.0
Northern Europe,Production,1994,tonnes,514133.0
Northern Europe,Production,1995,tonnes,539809.0
Northern Europe,Production,1996,tonnes,391186.0
Northern Europe,Production,1997,tonnes,606827.0
Northern Europe,Production,1998,tonnes,368993.0
Northern Europe,Production,1999,tonnes,467222.0
Northern Europe,Production,2000,tonnes,437689.0
Northern Europe,Production,2001,tonnes,483518.0
Northern Europe,Production,2002,tonnes,394471.0
Northern Europe,Production,2003,tonnes,358693.0
Northern Europe,Production,2004,tonnes,304547.0
Northern Europe,Production,2005,tonnes,445148.0
Northern Europe,Production,2006,tonnes,497653.0
Northern Europe,Production,2007,tonnes,400735.0
Northern Europe,Production,2008,tonnes,436015.0
Northern Europe,Production,2009,tonnes,379995.0
Northern Europe,Production,2010,tonnes,366321.0
Northern Europe,Production,2011,tonnes,379729.0
Northern Europe,Production,2012,tonnes,357355.0
Northern Europe,Production,2013,tonnes,568706.0
Northern Europe,Production,2014,tonnes,621591.0
Northern Europe,Production,2015,tonnes,640322.0
Northern Europe,Production,2016,tonnes,665503.0
Northern Europe,Production,2017,tonnes,717196.0
Northern Europe,Production,2018,tonnes,707298.0
Northern Europe,Production,2019,tonnes,591693.0
Southern Europe,Area harvested,1961,ha,164700.0
Southern Europe,Area harvested,1962,ha,165500.0
Southern Europe,Area harvested,1963,ha,169400.0
